Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,2,2900,11.51,565,19.5,53.8,-0.40,0.42,0.05,0.04,3.59,-2.83,2.18,8.02,0.52,0.27,0.67
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,577,19.9,51.6,-0.25,0.26,0.01,0.01,1.78,-1.61,0.69,6.13,0.28,0.11,0.28
NQ,longonly,Ret_fwd6hr,17,2600,10.32,521,20.0,53.9,-0.39,0.37,0.02,0.02,3.34,-4.62,0.95,11.60,0.24,0.08,0.20
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,519,20.0,47.4,-0.26,0.27,-0.01,-0.01,2.07,-3.54,-0.49,11.33,-0.15,-0.04,-0.07
NQ,longonly,Ret_fwd6hr,23,2800,11.11,586,20.9,56.0,-0.32,0.41,0.09,0.09,6.30,-2.73,4.58,5.23,1.01,0.88,3.41
NQ,longonly,Ret_fwd6hr,0,2750,10.91,547,19.9,55.0,-0.36,0.42,0.07,0.07,8.61,-3.06,3.30,7.39,0.68,0.45,1.18
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,586,20.9,46.9,-0.25,0.28,0.00,0.00,1.87,-3.19,0.10,7.42,0.05,0.01,0.03
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,556,20.2,45.9,-0.23,0.29,0.01,0.01,2.20,-1.31,0.32,8.15,0.14,0.04,0.10
NQ,longonly,Ret_fwd6hr,19,2950,11.71,626,21.2,56.2,-0.26,0.27,0.04,0.04,2.83,-3.94,2.18,6.18,0.68,0.35,0.92
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,621,21.1,44.4,-0.20,0.28,0.02,0.02,5.36,-2.53,0.81,5.82,0.24,0.14,0.37
NQ,longonly,Ret_fwd6hr,14,3100,12.30,661,21.3,54.6,-0.58,0.52,0.02,0.02,3.31,-8.00,0.90,20.16,0.17,0.04,0.17
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,623,20.1,46.7,-0.42,0.48,0.00,0.00,4.30,-4.80,-0.08,12.63,0.01,-0.01,-0.01
NQ,longonly,Ret_fwd6hr,4,3250,12.90,650,20.0,52.5,-0.51,0.51,0.02,0.02,3.98,-4.43,1.10,22.40,0.24,0.05,0.12
NQ,longonly,Ret_fwd6hr,12,3200,12.70,624,19.5,58.8,-0.71,0.61,0.07,0.07,11.67,-6.99,2.99,15.04,0.43,0.20,0.97
NQ,longonly,Ret_fwd6hr,6,3200,12.70,610,19.1,54.9,-0.70,0.65,0.04,0.04,5.01,-4.60,1.80,14.63,0.30,0.12,0.33
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,689,21.2,48.6,-0.39,0.44,0.02,0.01,3.85,-1.82,0.73,9.66,0.19,0.08,0.15
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,655,20.5,46.6,-0.47,0.55,0.00,0.00,3.09,-2.47,0.09,13.73,0.04,0.01,0.02
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,656,20.5,46.3,-0.44,0.57,0.03,0.03,5.37,-2.94,1.29,11.70,0.27,0.11,0.25
NQ,longonly,Ret_fwd6hr,21,2900,11.51,599,20.7,59.6,-0.28,0.31,0.07,0.07,3.51,-2.91,3.72,4.94,1.06,0.75,3.78
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,609,21.0,47.8,-0.20,0.20,-0.00,-0.01,3.89,-2.00,-0.27,12.10,-0.10,-0.02,-0.05
NQ,longonly,Ret_fwd6hr,16,3100,12.30,608,19.6,55.6,-0.44,0.33,-0.01,-0.01,2.81,-5.19,-0.58,21.23,-0.10,-0.03,-0.05
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,632,20.4,46.7,-0.30,0.32,-0.01,-0.01,4.54,-3.58,-0.67,17.68,-0.17,-0.04,-0.07
NQ,longonly,Ret_fwd6hr,10,3300,13.10,677,20.5,58.2,-0.73,0.63,0.06,0.06,10.37,-5.44,3.08,20.56,0.45,0.15,0.53
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,667,20.2,47.2,-0.64,0.81,0.04,0.04,5.13,-6.64,1.84,20.05,0.28,0.09,0.24
NQ,longonly,Ret_fwd6hr,8,3300,13.10,705,21.4,51.8,-0.76,0.78,0.04,0.03,11.28,-3.63,1.57,20.60,0.23,0.08,0.18
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,694,21.0,45.2,-0.55,0.59,-0.03,-0.03,4.83,-2.72,-1.94,25.17,-0.31,-0.08,-0.13
