Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,319,11.6,56.1,-0.35,0.49,0.12,0.12,8.61,-1.53,3.56,4.74,0.82,0.75,1.78
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,301,10.9,49.2,-0.27,0.32,0.02,0.02,2.20,-1.22,0.48,4.42,0.23,0.11,0.30
NQ,longonly,Ret_fwd6hr,17,2600,10.32,273,10.5,58.6,-0.46,0.40,0.04,0.04,3.34,-4.62,1.12,10.13,0.32,0.11,0.55
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,295,11.3,51.5,-0.30,0.33,0.02,0.02,5.08,-3.54,0.66,6.65,0.23,0.10,0.21
NQ,longonly,Ret_fwd6hr,2,2900,11.51,352,12.1,53.4,-0.42,0.47,0.06,0.06,3.38,-2.71,1.71,10.03,0.48,0.17,0.64
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,304,10.9,46.4,-0.27,0.31,-0.00,-0.00,1.55,-3.19,-0.09,8.40,-0.03,-0.01,-0.02
NQ,longonly,Ret_fwd6hr,23,2800,11.11,322,11.5,55.6,-0.33,0.47,0.12,0.11,6.30,-2.73,3.31,5.23,0.85,0.63,3.33
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,305,10.5,49.8,-0.27,0.32,0.03,0.03,2.88,-1.82,0.68,4.38,0.31,0.16,0.39
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,306,10.6,45.8,-0.22,0.21,-0.02,-0.02,1.55,-2.00,-0.51,8.57,-0.31,-0.06,-0.13
NQ,longonly,Ret_fwd6hr,21,2900,11.51,336,11.6,62.5,-0.28,0.34,0.11,0.11,3.51,-2.91,3.24,3.50,1.09,0.93,5.82
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,305,10.3,46.6,-0.21,0.36,0.05,0.05,5.36,-1.24,1.32,5.04,0.42,0.26,0.62
NQ,longonly,Ret_fwd6hr,19,2950,11.71,314,10.6,56.4,-0.30,0.34,0.06,0.06,2.83,-3.94,1.59,7.54,0.56,0.21,0.57
NQ,longonly,Ret_fwd6hr,14,3100,12.30,330,10.6,53.0,-0.48,0.55,0.06,0.06,2.60,-3.42,1.63,7.49,0.44,0.22,0.52
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,326,10.5,45.7,-0.29,0.32,-0.01,-0.01,4.54,-3.58,-0.36,11.31,-0.12,-0.03,-0.06
NQ,longonly,Ret_fwd6hr,16,3100,12.30,326,10.5,58.3,-0.48,0.33,-0.01,-0.01,2.35,-4.36,-0.38,21.37,-0.09,-0.02,-0.04
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,346,11.2,48.3,-0.47,0.53,0.01,0.01,2.97,-4.80,0.28,12.80,0.09,0.02,0.05
NQ,longonly,Ret_fwd6hr,6,3200,12.70,365,11.4,55.9,-0.71,0.66,0.06,0.06,4.63,-4.60,1.52,9.56,0.32,0.16,0.48
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,339,10.6,46.0,-0.44,0.62,0.05,0.05,9.36,-2.79,1.20,7.47,0.29,0.16,0.35
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,344,10.8,47.1,-0.49,0.56,0.00,0.00,2.98,-2.15,-0.01,9.32,0.02,-0.00,-0.00
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,342,10.5,49.7,-0.41,0.44,0.01,0.01,2.37,-3.60,0.25,13.95,0.10,0.02,0.04
NQ,longonly,Ret_fwd6hr,12,3200,12.70,355,11.1,58.3,-0.61,0.64,0.12,0.12,11.67,-6.99,3.22,9.47,0.56,0.34,1.19
NQ,longonly,Ret_fwd6hr,4,3250,12.90,354,10.9,50.6,-0.55,0.54,0.00,0.00,3.98,-4.43,0.01,13.30,0.02,0.00,0.00
NQ,longonly,Ret_fwd6hr,10,3300,13.10,350,10.6,57.7,-0.80,0.66,0.04,0.04,10.37,-5.44,0.95,17.91,0.19,0.05,0.15
NQ,longonly,Ret_fwd6hr,8,3300,13.10,365,11.1,54.2,-0.80,0.81,0.07,0.07,11.28,-3.63,1.83,13.94,0.31,0.13,0.41
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,336,10.2,48.8,-0.53,0.68,0.06,0.06,3.80,-2.72,1.40,9.83,0.35,0.14,0.47
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,370,11.2,44.3,-0.67,0.87,0.01,0.01,5.13,-6.64,0.08,15.13,0.04,0.01,0.01
