Metric,Value
Total Permutations,52.0
Successful,52.0
Failed,0.0
Workers Used,31.0
Average Annual Return (%),0.5460823032615194
Median Annual Return (%),0.49270211032278466
Average Sharpe Ratio,0.16804614579976251
Average Profit/DD,0.1242007144607298
