date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2013-04-18 03:50:00,-0.4338,1,1383.099976,5,GC,shortonly,Ret_fwd6hr,4
2013-04-19 03:50:00,0.8956,1,1414.266602,5,GC,shortonly,Ret_fwd6hr,4
2013-04-22 03:50:00,-0.1902,0,1419.900024,5,GC,shortonly,Ret_fwd6hr,4
2013-04-23 03:50:00,0.3024,0,1410.966675,5,GC,shortonly,Ret_fwd6hr,4
2013-04-24 03:50:00,-0.2058,0,1425.466675,5,GC,shortonly,Ret_fwd6hr,4
2013-04-25 03:50:00,-0.4066,0,1442.733398,5,GC,shortonly,Ret_fwd6hr,4
2013-04-26 03:50:00,-0.4858,0,1461.599976,5,GC,shortonly,Ret_fwd6hr,4
2013-04-29 03:50:00,0.5293,0,1473.599976,5,GC,shortonly,Ret_fwd6hr,4
2013-04-30 03:50:00,0.6482,0,1475.866699,5,GC,shortonly,Ret_fwd6hr,4
2013-05-01 03:50:00,1.1646,0,1471.133423,5,GC,shortonly,Ret_fwd6hr,4
2013-05-02 03:50:00,-1.1737,0,1454.133301,5,GC,shortonly,Ret_fwd6hr,4
2013-05-03 03:50:00,0.7227,0,1475.866577,5,GC,shortonly,Ret_fwd6hr,4
2013-05-06 03:50:00,0.4548,0,1473.299927,5,GC,shortonly,Ret_fwd6hr,4
2013-05-07 03:50:00,0.9363,0,1459.666626,5,GC,shortonly,Ret_fwd6hr,4
2013-05-08 03:50:00,-0.9379,0,1453.566772,5,GC,shortonly,Ret_fwd6hr,4
2013-05-09 03:50:00,0.2585,0,1469.799927,5,GC,shortonly,Ret_fwd6hr,4
2013-05-10 03:50:00,1.8001,0,1455.5,5,GC,shortonly,Ret_fwd6hr,4
2013-05-13 03:50:00,0.0676,0,1429.866699,5,GC,shortonly,Ret_fwd6hr,4
2013-05-14 03:50:00,0.3686,0,1437.799927,5,GC,shortonly,Ret_fwd6hr,4
