min_leaf_fraction,sharpe_ratio,total_pnl,hit_rate,edge,total_trades,trading_frequency,runtime
0.05,0.07870855130451732,6.47862,0.5376344086021505,0.060785756217907216,93,0.032135452660677265,6.053195476531982
0.14,0.10058443959487132,9.77317,0.5739644970414202,0.09711584465717688,169,0.058396682791983415,6.450525522232056
0.23,0.10598933208727063,12.102129999999999,0.5340909090909091,0.05724225670666577,176,0.0608154803040774,6.383703708648682
0.31,0.04858862279105862,3.365630000000001,0.5078125,0.030963847615756712,128,0.0442294402211472,6.3189918994903564
0.4,0.0625349995395251,3.8425499999999992,0.4796747967479675,0.0028261443637241923,123,0.04250172771250864,6.343395471572876
