vote_threshold,sharpe_ratio,total_pnl,hit_rate,edge,total_trades,trading_frequency,runtime
0.5,0.243010882979114,48.307300000000005,0.514041514041514,0.037192861657270704,819,0.28299930891499653,5.943469762802124
0.58,0.18392921416501495,38.73358,0.5096870342771982,0.032838381892954904,671,0.2318590186592951,6.376798868179321
0.66,0.20320284508606062,35.19154,0.5234042553191489,0.04655560293490563,470,0.16240497581202487,6.413666248321533
0.74,0.0806401499541102,10.735539999999999,0.5313807531380753,0.054532100753832025,239,0.08258465791292328,6.409071683883667
0.82,0.08696664298127688,4.95297,0.5434782608695652,0.0666296084853219,46,0.015894955079474776,6.134946823120117
0.9,0.0,0.0,0.0,-0.4768486523842433,0,0.0,6.220067024230957
