Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,531,19.3,46.9,-0.28,0.29,-0.02,-0.02,1.77,-3.34,-0.81,14.47,-0.25,-0.06,-0.09
NQ,longonly,Ret_fwd6hr,0,2750,10.91,576,20.9,54.5,-0.33,0.43,0.08,0.08,8.61,-3.06,4.33,7.68,0.86,0.56,1.68
NQ,longonly,Ret_fwd6hr,2,2900,11.51,557,19.2,54.4,-0.41,0.43,0.05,0.05,3.59,-2.83,2.49,9.62,0.59,0.26,0.82
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,593,20.4,48.4,-0.23,0.28,0.02,0.02,2.88,-1.61,0.83,5.44,0.31,0.15,0.34
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,527,20.3,49.0,-0.27,0.27,-0.00,-0.00,2.63,-3.54,-0.19,11.41,-0.04,-0.02,-0.03
NQ,longonly,Ret_fwd6hr,17,2600,10.32,549,21.1,54.3,-0.39,0.36,0.02,0.02,3.34,-4.62,0.90,13.73,0.22,0.07,0.22
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,585,20.9,46.7,-0.27,0.29,-0.01,-0.01,1.87,-3.19,-0.47,8.02,-0.14,-0.06,-0.10
NQ,longonly,Ret_fwd6hr,23,2800,11.11,546,19.5,55.3,-0.35,0.41,0.07,0.07,6.30,-2.73,3.58,5.23,0.79,0.68,2.36
NQ,longonly,Ret_fwd6hr,21,2900,11.51,612,21.1,59.0,-0.26,0.29,0.07,0.06,3.51,-2.91,3.46,3.37,1.02,1.03,4.05
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,593,20.4,44.9,-0.21,0.22,-0.01,-0.01,3.89,-1.49,-0.69,9.48,-0.27,-0.07,-0.12
NQ,longonly,Ret_fwd6hr,19,2950,11.71,590,20.0,56.4,-0.24,0.28,0.05,0.05,2.83,-3.94,2.54,4.81,0.81,0.53,1.52
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,609,20.6,44.0,-0.20,0.32,0.03,0.03,5.36,-2.53,1.40,6.59,0.39,0.21,0.57
NQ,longonly,Ret_fwd6hr,6,3200,12.70,639,20.0,54.1,-0.65,0.59,0.02,0.02,4.63,-4.60,0.79,17.85,0.16,0.04,0.11
NQ,longonly,Ret_fwd6hr,14,3100,12.30,613,19.8,54.2,-0.50,0.52,0.05,0.05,3.31,-5.90,2.49,11.77,0.46,0.21,0.74
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,628,20.3,47.5,-0.28,0.31,0.00,0.00,4.54,-3.58,0.01,9.94,0.02,0.00,0.00
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,670,20.9,47.9,-0.53,0.59,0.00,0.00,2.98,-2.88,0.01,15.10,0.03,0.00,0.00
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,637,20.5,47.7,-0.45,0.46,-0.01,-0.01,4.30,-4.80,-0.78,16.25,-0.13,-0.05,-0.08
NQ,longonly,Ret_fwd6hr,4,3250,12.90,660,20.3,50.6,-0.48,0.48,0.01,0.01,3.95,-2.48,0.31,26.98,0.09,0.01,0.03
NQ,longonly,Ret_fwd6hr,16,3100,12.30,591,19.1,57.7,-0.42,0.32,0.01,0.01,2.49,-4.36,0.15,17.66,0.06,0.01,0.02
NQ,longonly,Ret_fwd6hr,12,3200,12.70,654,20.4,57.5,-0.63,0.55,0.05,0.05,11.67,-6.99,2.30,11.81,0.36,0.19,0.71
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,689,21.2,47.9,-0.41,0.43,-0.01,-0.01,3.85,-3.60,-0.37,13.41,-0.06,-0.03,-0.06
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,644,20.1,43.6,-0.41,0.60,0.03,0.03,9.36,-2.30,1.52,16.25,0.29,0.09,0.24
NQ,longonly,Ret_fwd6hr,8,3300,13.10,704,21.3,53.7,-0.70,0.69,0.05,0.05,11.28,-3.20,2.32,19.57,0.34,0.12,0.36
NQ,longonly,Ret_fwd6hr,10,3300,13.10,626,19.0,58.5,-0.67,0.59,0.07,0.07,10.37,-5.44,3.07,14.27,0.48,0.21,0.99
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,650,19.7,46.0,-0.69,0.75,-0.03,-0.03,5.13,-6.64,-1.64,25.92,-0.19,-0.06,-0.12
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,708,21.5,44.2,-0.55,0.63,-0.03,-0.03,4.38,-2.77,-1.68,27.65,-0.25,-0.06,-0.18
