trade_num,date,target_value,pnl,cumsum_pnl,pnl_decimal,portfolio_value,compound_return_pct,actual_profitable,hit_rate_cumulative,drawdown,drawdown_pct
1,2020-05-12 04:00:00,0.071625727585789,0.071625727585789,0.071625727585789,0.00071625727585789,100.07162572758578,0.07162572758578278,1,1.0,0.0,0.0
2,2020-05-13 18:00:00,2.644324765750361,2.644324765750361,2.71595049333615,0.02644324765750361,102.71784451018934,2.7178445101893374,1,1.0,0.0,0.0
3,2020-05-13 19:00:00,1.7337171694618014,1.7337171694618014,4.4496676627979515,0.017337171694618014,104.49868141656357,4.498681416563571,1,1.0,0.0,0.0
4,2020-05-14 02:00:00,0.2446687927362356,0.2446687927362356,4.694336455534187,0.002446687927362356,104.75435707881076,4.754357078810756,1,1.0,0.0,0.0
5,2020-05-14 09:00:00,7.182433835914392,7.182433835914392,11.87677029144858,0.07182433835914392,112.27826946623384,12.278269466233837,1,1.0,0.0,0.0
6,2020-05-14 10:00:00,4.748545196670673,4.748545196670673,16.625315488119252,0.047485451966706727,117.60985383787764,17.609853837877637,1,1.0,0.0,0.0
7,2020-05-14 16:00:00,4.5871152624394895,4.5871152624394895,21.21243075055874,0.045871152624394895,123.0047533934077,23.004753393407697,1,1.0,0.0,0.0
8,2020-05-15 04:00:00,1.6016600733709474,1.6016600733709474,22.81409082392969,0.016016600733709474,124.9748714168583,24.974871416858306,1,1.0,0.0,0.0
9,2020-05-18 11:00:00,-0.0854351992016999,-0.0854351992016999,22.72865562472799,-0.000854351992016999,124.86809888651125,24.86809888651125,0,0.8888888888888888,-0.08543519920170084,-0.3744843476825642
10,2020-05-18 22:00:00,-0.7251230251076435,-0.7251230251076435,22.003532599620346,-0.007251230251076435,123.96265155047098,23.96265155047098,0,0.8,-0.810558224309343,-3.5528841826961997
11,2020-05-19 02:00:00,2.381732510787282,2.381732510787282,24.38526511040763,0.023817325107872822,126.9151103236825,26.915110323682498,1,0.8181818181818182,0.0,0.0
12,2020-05-19 08:00:00,-1.3112298607616646,-1.3112298607616646,23.074035249645966,-0.013112298607616646,125.25096149929976,25.250961499299763,0,0.75,-1.3112298607616637,-5.377140067269685
13,2020-05-20 13:00:00,2.2472494254206943,2.2472494254206943,25.32128467506666,0.022472494254206943,128.06566301192666,28.06566301192666,1,0.7692307692307693,0.0,0.0
14,2020-05-20 14:00:00,1.38783612348361,1.38783612348361,26.70912079855027,0.0138783612348361,129.84300454498498,29.84300454498498,1,0.7857142857142857,0.0,0.0
15,2020-05-20 20:00:00,1.3784854245610711,1.3784854245610711,28.08760622311134,0.013784854245610711,131.63287143744978,31.63287143744978,1,0.8,0.0,0.0
16,2020-05-21 06:00:00,0.4912357168576742,0.4912357168576742,28.578841939969013,0.004912357168576742,132.2794991170759,32.279499117075886,1,0.8125,0.0,0.0
17,2020-05-21 13:00:00,0.1836555643914827,0.1836555643914827,28.762497504360496,0.001836555643914827,132.52243777775357,32.52243777775357,1,0.8235294117647058,0.0,0.0
18,2020-05-22 01:00:00,2.33871005341868,2.33871005341868,31.101207557779176,0.0233871005341868,135.6217533530974,35.621753353097404,1,0.8333333333333334,0.0,0.0
19,2020-05-22 02:00:00,0.8750676490139497,0.8750676490139497,31.976275206793126,0.008750676490139497,136.80853544171586,36.80853544171586,1,0.8421052631578947,0.0,0.0
20,2020-05-22 16:00:00,2.263958331572491,2.263958331572491,34.240233538365615,0.02263958331572491,139.90582367815088,39.90582367815088,1,0.85,0.0,0.0
21,2020-05-25 08:00:00,1.0128021801375289,1.0128021801375289,35.25303571850314,0.010128021801375288,141.32279291050256,41.32279291050256,1,0.8571428571428571,0.0,0.0
22,2020-05-25 14:00:00,3.992944744416693,3.992944744416693,39.24598046291983,0.039929447444166925,146.96573394268535,46.96573394268535,1,0.8636363636363636,0.0,0.0
23,2020-05-25 18:00:00,2.926768615828368,2.926768615828368,42.1727490787482,0.02926768615828368,151.2670809197417,51.26708091974169,1,0.8695652173913043,0.0,0.0
24,2020-05-25 19:00:00,1.1412073003594705,1.1412073003594705,43.313956379107665,0.011412073003594704,152.99335189023844,52.99335189023844,1,0.875,0.0,0.0
25,2020-05-26 06:00:00,1.2744511575830897,1.2744511575830897,44.58840753669075,0.012744511575830897,154.94317743442875,54.94317743442875,1,0.88,0.0,0.0
26,2020-05-26 19:00:00,2.5705996781618223,2.5705996781618223,47.15900721485257,0.025705996781618223,158.92614625489188,58.926146254891876,1,0.8846153846153846,0.0,0.0
27,2020-05-26 20:00:00,0.1794457840501584,0.1794457840501584,47.33845299890273,0.001794457840501584,159.21133252409967,59.211332524099674,1,0.8888888888888888,0.0,0.0
28,2020-05-27 10:00:00,4.9928370427685165,4.9928370427685165,52.331290041671245,0.049928370427685165,167.16049491064828,67.16049491064828,1,0.8928571428571429,0.0,0.0
29,2020-05-27 17:00:00,0.1312886055715001,0.1312886055715001,52.462578647242744,0.001312886055715001,167.37995759348289,67.37995759348289,1,0.896551724137931,0.0,0.0
30,2020-05-28 09:00:00,4.100791443596452,4.100791443596452,56.56337009083919,0.04100791443596452,174.2438605727718,74.24386057277181,1,0.9,0.0,0.0
31,2020-05-28 14:00:00,0.000880560349481,0.000880560349481,56.56425065118867,8.80560349481e-06,174.2453948951194,74.2453948951194,1,0.9032258064516129,0.0,0.0
32,2020-05-28 17:00:00,-0.7015235393547314,-0.7015235393547314,55.86272711183394,-0.007015235393547314,173.02302243368854,73.02302243368854,0,0.875,-0.7015235393547314,-1.2402242251572888
33,2020-05-29 20:00:00,4.934052428362179,4.934052428362179,60.79677954019612,0.04934052428362179,181.56006907370357,81.56006907370357,1,0.8787878787878788,0.0,0.0
34,2020-06-02 12:00:00,5.007503342180453,5.007503342180453,65.80428288237657,0.05007503342180453,190.6516956006344,90.65169560063441,1,0.8823529411764706,0.0,0.0
35,2020-06-02 16:00:00,2.6849309215010164,2.6849309215010164,68.48921380387759,0.026849309215010164,195.77056192818185,95.77056192818185,1,0.8857142857142857,0.0,0.0
36,2020-06-02 19:00:00,2.002258436251103,2.002258436251103,70.49147224012869,0.02002258436251103,199.69039452008505,99.69039452008505,1,0.8888888888888888,0.0,0.0
37,2020-06-03 03:00:00,3.352776889224262,3.352776889224262,73.84424912935295,0.03352776889224262,206.38556791755522,106.38556791755522,1,0.8918918918918919,0.0,0.0
38,2020-06-03 09:00:00,-1.7386192206294226,-1.7386192206294226,72.10562990872353,-0.017386192206294226,202.79730876513543,102.79730876513543,0,0.868421052631579,-1.7386192206294169,-2.3544409227912633
39,2020-06-03 20:00:00,2.21966687621733,2.21966687621733,74.32529678494086,0.0221966687621733,207.29873345365533,107.29873345365533,1,0.8717948717948718,0.0,0.0
40,2020-06-05 16:00:00,3.626518753104557,3.626518753104557,77.95181553804542,0.036265187531045566,214.81646089730037,114.81646089730037,1,0.875,0.0,0.0
41,2020-06-05 20:00:00,6.301059125744257,6.301059125744257,84.25287466378968,0.06301059125744257,228.35217311027057,128.35217311027057,1,0.8780487804878049,0.0,0.0
42,2020-06-05 23:00:00,4.631761790482103,4.631761790482103,88.88463645427179,0.04631761790482103,238.92890181212763,138.92890181212763,1,0.8809523809523809,0.0,0.0
43,2020-06-08 06:00:00,1.7821977955761348,1.7821977955761348,90.66683424984792,0.017821977955761348,243.18708743321764,143.18708743321764,1,0.8837209302325582,0.0,0.0
44,2020-06-08 08:00:00,-0.4605622153243227,-0.4605622153243227,90.20627203452361,-0.0046056221532432265,242.06705959595251,142.06705959595251,0,0.8636363636363636,-0.46056221532431607,-0.5079720927005771
45,2020-06-08 17:00:00,3.916152131786599,3.916152131786599,94.12242416631021,0.03916152131786599,251.54677391067256,151.54677391067256,1,0.8666666666666667,0.0,0.0
46,2020-06-08 20:00:00,5.202041799990376,5.202041799990376,99.32446596630058,0.052020417999903756,264.632342236033,164.63234223603303,1,0.8695652173913043,0.0,0.0
47,2020-06-08 21:00:00,3.1631632060218795,3.1631632060218795,102.48762917232246,0.031631632060218795,273.00309511687715,173.00309511687715,1,0.8723404255319149,0.0,0.0
48,2020-06-09 00:00:00,3.682276121788908,3.682276121788908,106.16990529411136,0.036822761217889084,283.05582290011057,183.05582290011057,1,0.875,0.0,0.0
49,2020-06-09 04:00:00,2.539527525385088,2.539527525385088,108.70943281949644,0.02539527525385088,290.24410343486414,190.24410343486414,1,0.8775510204081632,0.0,0.0
50,2020-06-09 07:00:00,3.970205234232949,3.970205234232949,112.67963805372939,0.03970205234232949,301.7673900214876,201.76739002148759,1,0.88,0.0,0.0
