date,time,prediction,actual,signal,pnl
2014-09-19 16:50:00,16:50,0.25688513324891876,-0.1809,0,0.0
2014-09-22 16:50:00,16:50,-0.14003541993343155,0.2304,1,-0.2304
2014-09-23 16:50:00,16:50,-0.06359808473071912,0.0136,1,-0.0136
2014-09-24 16:50:00,16:50,-0.04290710044216027,-0.1588,1,0.1588
2014-09-25 16:50:00,16:50,-0.413430722666522,0.2264,1,-0.2264
2014-09-26 16:50:00,16:50,0.23910043031395312,-0.0438,0,0.0
2014-09-29 16:50:00,16:50,0.23184088321769006,0.1781,0,0.0
2014-09-30 16:50:00,16:50,-0.11311307019099852,-0.1407,1,0.1407
2014-10-01 16:50:00,16:50,-0.04596545577519752,0.604,1,-0.604
2014-10-02 16:50:00,16:50,0.03402741907853235,-0.1564,1,0.1564
2014-10-03 16:50:00,16:50,0.23436370218662353,-0.2181,0,0.0
2014-10-06 16:50:00,16:50,-0.413430722666522,-0.1491,1,0.1491
2014-10-07 16:50:00,16:50,-0.36197443764987725,0.2812,1,-0.2812
2014-10-08 16:50:00,16:50,-0.06359808473071912,0.2811,1,-0.2811
2014-10-09 16:50:00,16:50,0.24443147488092173,-0.1497,0,0.0
2014-10-10 16:50:00,16:50,0.17907798158030253,0.8011,0,0.0
2014-10-13 16:50:00,16:50,-0.14958523438215587,-0.1322,1,0.1322
2014-10-14 16:50:00,16:50,0.14487464846909648,-0.4246,1,0.4246
2014-10-15 16:50:00,16:50,-0.04596545577519752,-0.0349,1,0.0349
2014-10-16 16:50:00,16:50,-0.04596545577519752,0.0054,1,-0.0054
2014-10-17 16:50:00,16:50,0.04966008190753977,-0.1857,1,0.1857
2014-10-20 16:50:00,16:50,-0.09933530006624362,0.0214,1,-0.0214
2014-10-21 16:50:00,16:50,0.20692102276753674,-0.0107,0,0.0
2014-10-22 16:50:00,16:50,0.05323573289229794,0.0886,1,-0.0886
2014-10-23 16:50:00,16:50,-0.01077272968702908,-0.1109,1,0.1109
2014-10-24 16:50:00,16:50,0.22675387504624614,0.019,0,0.0
2014-10-27 16:50:00,16:50,0.23343373983604127,0.1468,0,0.0
2014-10-28 16:50:00,16:50,0.22909724987355695,0.1221,0,0.0
2014-10-29 16:50:00,16:50,0.05607544418848587,0.0605,1,-0.0605
2014-10-30 16:50:00,16:50,0.0034551343950205192,0.0,1,-0.0
2014-10-31 16:50:00,16:50,0.054119204529868466,-0.3327,1,0.3327
2014-11-03 16:50:00,16:50,0.22058278126653869,0.1001,0,0.0
2014-11-04 16:50:00,16:50,0.22359329734428074,-0.4452,0,0.0
2014-11-05 16:50:00,16:50,0.34858507721449306,0.2193,0,0.0
2014-11-06 16:50:00,16:50,-0.2691446959308536,-0.1665,1,0.1665
2014-11-07 16:50:00,16:50,0.0034551343950205192,-0.3739,1,0.3739
2014-11-10 16:50:00,16:50,-0.08331681687211401,-0.1709,1,0.1709
2014-11-11 16:50:00,16:50,0.0034551343950205192,-0.0631,1,0.0631
2014-11-12 16:50:00,16:50,-0.08331681687211401,0.2381,1,-0.2381
2014-11-13 16:50:00,16:50,0.2144748499925083,-0.2669,0,0.0
2014-11-14 16:50:00,16:50,-0.0031614662964434066,-0.0617,1,0.0617
2014-11-17 16:50:00,16:50,-0.3570778489681047,0.0141,1,-0.0141
2014-11-18 16:50:00,16:50,0.1419630405623664,-0.326,1,0.326
2014-11-19 16:50:00,16:50,0.2144748499925083,-0.2735,0,0.0
2014-11-20 16:50:00,16:50,0.0034551343950205192,0.0419,1,-0.0419
2014-11-21 16:50:00,16:50,-0.29138513288009016,-0.0971,1,0.0971
2014-11-24 16:50:00,16:50,0.07583304452524102,-0.0752,1,0.0752
2014-11-25 16:50:00,16:50,-0.28840825242509033,-0.2222,1,0.2222
2014-11-26 16:50:00,16:50,0.06920820652093652,-0.9353,1,0.9353
2014-12-01 16:50:00,16:50,0.0034551343950205192,-0.575,1,0.575
2014-12-02 16:50:00,16:50,-0.2691446959308536,0.192,1,-0.192
2014-12-03 16:50:00,16:50,-0.010177722845867742,-0.3114,1,0.3114
2014-12-04 16:50:00,16:50,-0.24746379023574763,-0.2627,1,0.2627
2014-12-05 16:50:00,16:50,-0.16601929937639148,0.0559,1,-0.0559
2014-12-08 16:50:00,16:50,0.0034551343950205192,-0.2243,1,0.2243
2014-12-09 16:50:00,16:50,-0.29590839273181063,-0.0298,1,0.0298
2014-12-10 16:50:00,16:50,-0.08331681687211401,0.201,1,-0.201
2014-12-11 16:50:00,16:50,0.054119204529868466,-0.4505,1,0.4505
2014-12-12 16:50:00,16:50,0.20152207895837468,-0.4252,0,0.0
2014-12-15 16:50:00,16:50,0.34254073131728857,0.3938,0,0.0
2014-12-16 16:50:00,16:50,0.34858507721449306,0.0418,0,0.0
2014-12-17 16:50:00,16:50,0.34858507721449306,0.7173,0,0.0
2014-12-18 16:50:00,16:50,-0.28105973361027503,-0.1585,1,0.1585
2014-12-19 16:50:00,16:50,0.24102728972923976,0.1756,0,0.0
2014-12-22 16:50:00,16:50,0.06803603117831457,0.2749,1,-0.2749
2014-12-23 16:50:00,16:50,0.34858507721449306,0.136,0,0.0
2014-12-26 16:50:00,16:50,-0.08331681687211401,-0.0585,1,0.0585
2014-12-29 16:50:00,16:50,0.07966741241182772,0.3409,1,-0.3409
2014-12-30 16:50:00,16:50,0.22058278126653869,0.15,0,0.0
2014-12-31 16:50:00,16:50,-0.08331681687211401,0.1605,1,-0.1605
2015-01-02 16:50:00,16:50,0.34858507721449306,0.2299,0,0.0
2015-01-05 16:50:00,16:50,-0.3570778489681047,0.1909,1,-0.1909
2015-01-06 16:50:00,16:50,-0.07714572309240651,-0.2927,1,0.2927
2015-01-07 16:50:00,16:50,-0.2844696690621766,-0.3578,1,0.3578
2015-01-08 16:50:00,16:50,0.08842827293443463,0.2096,1,-0.2096
2015-01-09 16:50:00,16:50,-0.39211169220981423,0.2726,1,-0.2726
2015-01-12 16:50:00,16:50,-0.39211169220981423,0.1757,1,-0.1757
2015-01-13 16:50:00,16:50,-0.032668145661644075,-0.1056,1,0.1056
2015-01-14 16:50:00,16:50,0.31642083276085686,0.1871,0,0.0
2015-01-15 16:50:00,16:50,0.13298801904581026,-0.3457,1,0.3457
2015-01-16 16:50:00,16:50,-0.30066570072895904,-0.3514,1,0.3514
2015-01-20 16:50:00,16:50,0.07032032153484509,0.0721,1,-0.0721
2015-01-21 16:50:00,16:50,-0.39211169220981423,0.0309,1,-0.0309
2015-01-22 16:50:00,16:50,0.08154514570120357,-0.3635,1,0.3635
2015-01-23 16:50:00,16:50,-0.2756959746650669,-0.0695,1,0.0695
2015-01-26 16:50:00,16:50,0.15023824093157587,-0.2706,0,0.0
2015-01-27 16:50:00,16:50,-0.30483932360268406,-0.1987,1,0.1987
2015-01-28 16:50:00,16:50,-0.032668145661644075,-0.1506,1,0.1506
2015-01-29 16:50:00,16:50,0.2939712977133803,0.2889,0,0.0
2015-01-30 16:50:00,16:50,-0.26425903172197346,-0.2803,1,0.2803
2015-02-02 16:50:00,16:50,-0.39211169220981423,-0.0209,1,0.0209
2015-02-03 16:50:00,16:50,-0.3821695043508236,0.2221,1,-0.2221
2015-02-04 16:50:00,16:50,-0.07702476936657253,0.189,1,-0.189
2015-02-05 16:50:00,16:50,-0.39211169220981423,0.1476,1,-0.1476
2015-02-06 16:50:00,16:50,-0.291632746369315,0.2593,1,-0.2593
2015-02-09 16:50:00,16:50,0.09660770091154282,0.2771,1,-0.2771
2015-02-10 16:50:00,16:50,-0.32487075496152407,0.2135,1,-0.2135
2015-02-11 16:50:00,16:50,0.023600339001059255,0.238,1,-0.238
2015-02-12 16:50:00,16:50,-0.03182272069325782,0.4584,1,-0.4584
2015-02-13 16:50:00,16:50,-0.02372990914862511,0.2386,1,-0.2386
2015-02-17 16:50:00,16:50,-0.1548028242292526,-0.1185,1,0.1185
2015-02-18 16:50:00,16:50,-0.07702476936657253,0.2558,1,-0.2558
2015-02-19 16:50:00,16:50,-0.032668145661644075,0.0663,1,-0.0663
2015-02-20 16:50:00,16:50,0.31642083276085686,0.1859,0,0.0
2015-02-23 16:50:00,16:50,-0.07702476936657253,0.1415,1,-0.1415
2015-02-24 16:50:00,16:50,-0.38460214806631066,0.6583,1,-0.6583
2015-02-25 16:50:00,16:50,-0.2750005938176036,0.3016,1,-0.3016
2015-02-26 16:50:00,16:50,0.022436002199400704,-0.0496,1,0.0496
2015-02-27 16:50:00,16:50,0.19433841591268972,0.6101,0,0.0
2015-03-02 16:50:00,16:50,-0.032668145661644075,0.1271,1,-0.1271
2015-03-03 16:50:00,16:50,0.3287102970008332,0.2438,0,0.0
2015-03-04 16:50:00,16:50,0.016346061992446533,0.3695,1,-0.3695
2015-03-05 16:50:00,16:50,0.012365955114011147,0.1392,1,-0.1392
2015-03-06 16:50:00,16:50,-0.17980736800947603,0.16,1,-0.16
2015-03-09 16:50:00,16:50,0.28021630876754855,-0.4888,0,0.0
2015-03-10 16:50:00,16:50,-0.06714622406718487,0.1694,1,-0.1694
2015-03-11 16:50:00,16:50,-0.3000638634774244,-0.2542,1,0.2542
2015-03-12 16:50:00,16:50,-0.13290910670902856,0.5292,1,-0.5292
2015-03-13 16:50:00,16:50,-0.3821695043508236,0.0374,1,-0.0374
2015-03-16 16:50:00,16:50,-0.05145102534521677,0.0896,1,-0.0896
2015-03-17 16:50:00,16:50,0.133902925364327,0.1132,1,-0.1132
2015-03-18 16:50:00,16:50,-0.31601494855046347,0.5171,1,-0.5171
2015-03-19 16:50:00,16:50,-0.10760635305623042,0.0028,1,-0.0028
2015-03-20 16:50:00,16:50,-0.032668145661644075,-0.0761,1,0.0761
2015-03-23 16:50:00,16:50,-0.3135004534584896,-0.2496,1,0.2496
2015-03-24 16:50:00,16:50,-0.22062853966851623,-0.3521,1,0.3521
2015-03-25 16:50:00,16:50,0.17254157821076174,0.2957,0,0.0
2015-03-26 16:50:00,16:50,0.03971670034143618,-0.191,1,0.191
2015-03-27 16:50:00,16:50,0.042555346650186926,-0.3507,1,0.3507
2015-03-30 16:50:00,16:50,-0.13727310225402217,-0.343,1,0.343
2015-03-31 16:50:00,16:50,0.1680052520271214,0.3719,0,0.0
2015-04-01 16:50:00,16:50,0.055078507779986116,-0.0194,1,0.0194
2015-04-02 16:50:00,16:50,-0.3010103885569891,1.2086,1,-1.2086
2015-04-06 16:50:00,16:50,-0.02090558637081359,-0.1729,1,0.1729
2015-04-07 16:50:00,16:50,0.1944132202215825,0.0221,0,0.0
2015-04-08 16:50:00,16:50,0.055078507779986116,-0.3909,1,0.3909
2015-04-09 16:50:00,16:50,0.17358716735478097,0.0921,0,0.0
2015-04-10 16:50:00,16:50,-0.22941602636975314,-0.2347,1,0.2347
2015-04-13 16:50:00,16:50,-0.10310951023433132,0.1613,1,-0.1613
2015-04-14 16:50:00,16:50,0.15853538454856836,-0.1538,0,0.0
2015-04-15 16:50:00,16:50,-0.3135004534584896,0.1109,1,-0.1109
2015-04-16 16:50:00,16:50,-0.3135004534584896,-0.0334,1,0.0334
2015-04-17 16:50:00,16:50,0.010866748239553381,-0.0139,1,0.0139
2015-04-20 16:50:00,16:50,0.143406887890916,0.0669,1,-0.0669
2015-04-21 16:50:00,16:50,0.1622643702148238,-0.2385,0,0.0
2015-04-22 16:50:00,16:50,0.16287537347019754,0.1433,0,0.0
2015-04-23 16:50:00,16:50,0.010966068024503612,-0.1816,1,0.1816
2015-04-24 16:50:00,16:50,-0.2905370783975544,0.3112,1,-0.3112
2015-04-27 16:50:00,16:50,0.21819281437479096,-0.0832,0,0.0
2015-04-28 16:50:00,16:50,-0.19290402382034266,-0.1706,1,0.1706
2015-04-29 16:50:00,16:50,-0.00013444894926167294,-0.1218,1,0.1218
2015-04-30 16:50:00,16:50,-0.16253631672226512,-0.1014,1,0.1014
2015-05-01 16:50:00,16:50,0.010966068024503612,0.4133,1,-0.4133
2015-05-04 16:50:00,16:50,-0.2871026087919566,-0.1151,1,0.1151
2015-05-05 16:50:00,16:50,-0.002831430123979505,0.3103,1,-0.3103
2015-05-06 16:50:00,16:50,-0.048984331726772065,-0.3554,1,0.3554
2015-05-07 16:50:00,16:50,-0.18056075392191392,-0.0986,1,0.0986
2015-05-08 16:50:00,16:50,0.021317319953349026,0.0168,1,-0.0168
2015-05-11 16:50:00,16:50,0.01280634834733258,0.0338,1,-0.0338
2015-05-12 16:50:00,16:50,0.22236284162817882,-0.0363,0,0.0
2015-05-13 16:50:00,16:50,0.08577166502682465,-0.2167,1,0.2167
2015-05-14 16:50:00,16:50,-0.00013444894926167294,-0.1038,1,0.1038
2015-05-15 16:50:00,16:50,-0.2410786088299014,0.0027,1,-0.0027
2015-05-18 16:50:00,16:50,-0.01033635654772072,-0.2857,1,0.2857
2015-05-19 16:50:00,16:50,0.15430154111868424,0.0856,0,0.0
2015-05-20 16:50:00,16:50,0.07035698216620126,0.0965,1,-0.0965
2015-05-21 16:50:00,16:50,-0.29254573746292056,0.0829,1,-0.0829
2015-05-22 16:50:00,16:50,0.05928786461165501,-0.1299,1,0.1299
2015-05-26 16:50:00,16:50,-0.2698158739640277,0.1011,1,-0.1011
2015-05-27 16:50:00,16:50,-0.16970304610985112,-0.014,1,0.014
2015-05-28 16:50:00,16:50,-0.26681471319380673,0.1318,1,-0.1318
2015-05-29 16:50:00,16:50,-0.2952511126687263,0.0644,1,-0.0644
2015-06-01 16:50:00,16:50,0.023810532775866575,-0.0925,1,0.0925
2015-06-02 16:50:00,16:50,-0.25319429622473993,-0.0727,1,0.0727
2015-06-03 16:50:00,16:50,-0.010955690377105871,-0.0731,1,0.0731
2015-06-04 16:50:00,16:50,0.030884637839175267,0.068,1,-0.068
2015-06-05 16:50:00,16:50,-0.14651491471199685,0.2306,1,-0.2306
2015-06-08 16:50:00,16:50,-0.22870604443587794,0.1506,1,-0.1506
2015-06-09 16:50:00,16:50,-0.07916292203386044,-0.0425,1,0.0425
2015-06-10 16:50:00,16:50,0.23898776829440757,-0.0084,0,0.0
2015-06-11 16:50:00,16:50,-0.08862060710060879,0.0649,1,-0.0649
2015-06-12 16:50:00,16:50,-0.23788939933409076,0.0282,1,-0.0282
2015-06-15 16:50:00,16:50,-0.2525782436653319,0.0197,1,-0.0197
2015-06-16 16:50:00,16:50,-0.07290148020207733,-0.1524,1,0.1524
2015-06-17 16:50:00,16:50,-0.08502199687409936,0.1689,1,-0.1689
2015-06-18 16:50:00,16:50,-0.1388751328481611,-0.2164,1,0.2164
2015-06-19 16:50:00,16:50,0.16535386027080545,-0.0833,0,0.0
2015-06-22 16:50:00,16:50,0.2600593754177002,0.0703,0,0.0
2015-06-23 16:50:00,16:50,0.17938099799942847,-0.1245,0,0.0
2015-06-24 16:50:00,16:50,-0.25356390032264403,0.1391,1,-0.1391
2015-06-25 16:50:00,16:50,-0.07215393844746024,0.1109,1,-0.1109
2015-06-26 16:50:00,16:50,-0.029570028816522615,0.5988,1,-0.5988
2015-06-29 16:50:00,16:50,0.0472688760900185,-0.1866,1,0.1866
2015-06-30 16:50:00,16:50,-0.058229829651930576,0.1508,1,-0.1508
2015-07-01 16:50:00,16:50,-0.020369837853299468,-0.097,1,0.097
2015-07-02 16:50:00,16:50,0.18406367235847784,0.1173,0,0.0
2015-07-06 16:50:00,16:50,-0.32664692621580294,-0.2394,1,0.2394
2015-07-07 16:50:00,16:50,0.0479563988662153,-0.1588,1,0.1588
2015-07-08 16:50:00,16:50,-0.33644201398326495,0.0231,1,-0.0231
2015-07-09 16:50:00,16:50,0.19294690777051846,0.1468,0,0.0
2015-07-10 16:50:00,16:50,-0.2402979909903511,-0.1463,1,0.1463
2015-07-13 16:50:00,16:50,-0.2860355440420674,-0.1614,1,0.1614
2015-07-14 16:50:00,16:50,0.15828362292864212,-0.0202,0,0.0
2015-07-15 16:50:00,16:50,0.020321312559576418,-0.1452,1,0.1452
2015-07-16 16:50:00,16:50,-0.02223144603292382,-0.0524,1,0.0524
2015-07-17 16:50:00,16:50,0.2846661684788232,-2.289,0,0.0
2015-07-20 16:50:00,16:50,0.20837077888945232,0.6177,0,0.0
2015-07-21 16:50:00,16:50,-0.11365929862516402,-0.6394,1,0.6394
2015-07-22 16:50:00,16:50,-0.12969133068887145,0.3721,1,-0.3721
2015-07-23 16:50:00,16:50,0.1844741693324912,-0.6945,0,0.0
2015-07-24 16:50:00,16:50,-0.31147951973187604,-0.1487,1,0.1487
2015-07-27 16:50:00,16:50,-0.11922572056844988,0.0518,1,-0.0518
2015-07-28 16:50:00,16:50,-0.25356390032264403,0.131,1,-0.131
2015-07-29 16:50:00,16:50,-0.13259493492391972,-0.3164,1,0.3164
2015-07-30 16:50:00,16:50,-0.052264603659054144,-0.3186,1,0.3186
2015-07-31 16:50:00,16:50,-0.1352577526321573,0.1157,1,-0.1157
2015-08-03 16:50:00,16:50,0.06257899085553857,-0.2333,1,0.2333
2015-08-04 16:50:00,16:50,-0.02188019983493773,-0.1564,1,0.1564
2015-08-05 16:50:00,16:50,0.2502891884056678,0.0123,0,0.0
2015-08-06 16:50:00,16:50,-0.11847795264883589,-0.049,1,0.049
2015-08-07 16:50:00,16:50,-0.1048174347990146,0.0701,1,-0.0701
2015-08-10 16:50:00,16:50,-0.11922572056844988,-0.3412,1,0.3412
2015-08-11 16:50:00,16:50,-0.1371959665852322,0.1263,1,-0.1263
2015-08-12 16:50:00,16:50,-0.33383136002799824,-0.2462,1,0.2462
2015-08-13 16:50:00,16:50,-0.012084297437632865,-0.0867,1,0.0867
2015-08-14 16:50:00,16:50,-0.04835177964155765,0.1496,1,-0.1496
2015-08-17 16:50:00,16:50,0.12166340616558197,0.1134,1,-0.1134
2015-08-18 16:50:00,16:50,-0.13198519476771484,0.0239,1,-0.0239
2015-08-19 16:50:00,16:50,-0.3516098172149078,0.4088,1,-0.4088
2015-08-20 16:50:00,16:50,-0.3546138826468859,0.987,1,-0.987
2015-08-21 16:50:00,16:50,-0.016797037787015565,-0.1666,1,0.1666
2015-08-24 16:50:00,16:50,0.16852502393933583,-0.0491,0,0.0
2015-08-25 16:50:00,16:50,0.05727777191120827,-0.304,1,0.304
2015-08-26 16:50:00,16:50,-0.1919689018739485,0.2134,1,-0.2134
2015-08-27 16:50:00,16:50,-0.14232117040302403,0.6198,1,-0.6198
2015-08-28 16:50:00,16:50,-0.34029864559018186,0.0677,1,-0.0677
2015-08-31 16:50:00,16:50,-0.20722960744259591,0.626,1,-0.626
2015-09-01 16:50:00,16:50,0.07785425089347504,-0.1141,1,0.1141
2015-09-02 16:50:00,16:50,0.13814685892944917,-0.0735,1,0.0735
2015-09-03 16:50:00,16:50,-0.16051852232403335,-0.0682,1,0.0682
2015-09-04 16:50:00,16:50,-0.08232778548299606,0.1398,1,-0.1398
2015-09-08 16:50:00,16:50,-0.0030266081278611284,0.2588,1,-0.2588
2015-09-09 16:50:00,16:50,-0.02383741997076311,-0.0331,1,0.0331
2015-09-10 16:50:00,16:50,-0.1743364931757091,0.1352,1,-0.1352
2015-09-11 16:50:00,16:50,-0.043319159026345304,0.1596,1,-0.1596
2015-09-14 16:50:00,16:50,-0.1485814932588456,-0.1083,1,0.1083
2015-09-15 16:50:00,16:50,0.119693552964709,0.0,1,-0.0
2015-09-16 16:50:00,16:50,-0.08584782744311795,0.152,1,-0.152
2015-09-17 16:50:00,16:50,-0.21915481884723587,-0.336,1,0.336
2015-09-18 16:50:00,16:50,-0.08035246436652034,-0.123,1,0.123
2015-09-21 16:50:00,16:50,0.07668594377516019,0.0265,1,-0.0265
2015-09-22 16:50:00,16:50,-0.29690677571734125,-0.0148,1,0.0148
2015-09-23 16:50:00,16:50,-0.0006106809902753619,0.4397,1,-0.4397
2015-09-24 16:50:00,16:50,-0.08584782744311795,-0.5866,1,0.5866
2015-09-25 16:50:00,16:50,-0.3073581378878287,-0.0175,1,0.0175
2015-09-28 16:50:00,16:50,-0.06525654734749456,0.0088,1,-0.0088
2015-09-29 16:50:00,16:50,-0.016991324117442613,-0.1598,1,0.1598
2015-09-30 16:50:00,16:50,-0.015554706736456205,0.006,1,-0.006
2015-10-01 16:50:00,16:50,0.1581991311906909,-0.1378,0,0.0
2015-10-02 16:50:00,16:50,-0.32719820699353686,-0.0762,1,0.0762
2015-10-05 16:50:00,16:50,-0.1635366009356886,0.0382,1,-0.0382
2015-10-06 16:50:00,16:50,-0.2980022079621484,0.1424,1,-0.1424
2015-10-07 16:50:00,16:50,-0.0027730308149313387,-0.1659,1,0.1659
2015-10-08 16:50:00,16:50,-0.06525654734749456,0.5242,1,-0.5242
2015-10-09 16:50:00,16:50,-0.07407844428356201,0.0865,1,-0.0865
2015-10-12 16:50:00,16:50,0.16073869099724863,-0.8566,0,0.0
2015-10-13 16:50:00,16:50,-0.34029864559018186,0.3196,1,-0.3196
2015-10-14 16:50:00,16:50,-0.35028289371029575,-0.0141,1,0.0141
2015-10-15 16:50:00,16:50,-0.08584782744311795,-0.3241,1,0.3241
2015-10-16 16:50:00,16:50,-0.16131879067718147,-0.4333,1,0.4333
2015-10-19 16:50:00,16:50,0.14271942460426973,-0.1538,1,0.1538
2015-10-20 16:50:00,16:50,-0.07407844428356201,0.0879,1,-0.0879
2015-10-21 16:50:00,16:50,0.022360439250242267,-0.0714,1,0.0714
2015-10-22 16:50:00,16:50,-0.00928040264138333,0.2631,1,-0.2631
2015-10-23 16:50:00,16:50,-0.28348065729814925,0.0114,1,-0.0114
2015-10-26 16:50:00,16:50,0.3797087473493881,0.1032,0,0.0
2015-10-27 16:50:00,16:50,0.11083627376790949,0.0857,1,-0.0857
2015-10-28 16:50:00,16:50,-0.013262392029503505,0.3893,1,-0.3893
2015-10-29 16:50:00,16:50,0.3797087473493881,0.1077,0,0.0
2015-10-30 16:50:00,16:50,0.37652844830163523,-0.1022,0,0.0
2015-11-02 16:50:00,16:50,-0.08594593179665506,0.3177,1,-0.3177
