timestamp,features,normalize_features,normalize_target,vol_window,smoothing_type,smoothing_alpha,n_trees,max_depth,min_leaf_fraction,up_threshold,vote_threshold,train_size,test_size,step_size,validation_start_date,total_observations,total_trades,trading_frequency,hit_rate,edge,total_pnl,avg_monthly_pnl,std_monthly_pnl,sharpe_ratio,positive_months_pct,best_month,worst_month,positive_years_pct,target_threshold,recent_iqr_lookback
2025-08-28 00:07:31,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,3000,50,50,2013-01-01,2300,477,0.207,0.568,0.148,37.68,0.35,1.71,0.705,0.602,10.1,-4.48,0.7,0.0,
2025-08-28 00:09:26,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,1.0,0.2,,0.5,3000,50,50,2013-01-01,2300,430,0.187,0.553,0.133,9.72,0.09,1.74,0.179,0.519,8.75,-6.66,0.5,0.0,
2025-08-28 00:12:06,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,1.0,0.2,,0.5,3000,50,50,2013-01-01,2300,461,0.2,0.577,0.157,18.49,0.17,1.73,0.343,0.528,8.75,-4.46,0.7,0.0,
2025-08-28 00:20:25,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,3000,50,50,2013-01-01,2300,472,0.205,0.574,0.154,36.57,0.34,1.73,0.679,0.556,10.1,-4.48,0.7,0.0,
2025-08-28 00:24:46,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,500,50,50,2013-01-01,3233,653,0.202,0.57,0.15,20.62,0.14,1.89,0.25,0.536,10.4,-6.75,0.692,0.0,
2025-08-28 00:29:12,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,500,50,50,2013-01-01,3233,653,0.202,0.559,0.139,29.95,0.2,1.32,0.52,0.543,4.96,-3.39,0.615,0.0,
2025-08-28 00:38:48,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,3000,50,50,2013-01-01,2300,445,0.193,0.546,0.126,-9.26,-0.09,1.86,-0.16,0.5,8.5,-7.04,0.5,0.0,
2025-08-28 00:47:19,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,2000,50,50,2013-01-01,3233,634,0.196,0.563,0.143,7.69,0.05,1.47,0.12,0.536,10.1,-4.48,0.769,0.0,
2025-08-28 00:48:25,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,687,0.212,0.581,0.161,55.82,0.37,1.78,0.721,0.642,10.95,-7.48,0.692,0.0,
2025-08-28 00:50:19,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,659,0.204,0.604,0.184,63.53,0.42,1.51,0.963,0.649,10.1,-4.84,0.769,0.0,
2025-08-28 00:51:26,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,639,0.198,0.562,0.142,12.12,0.08,1.5,0.186,0.563,10.1,-4.0,0.692,0.0,
2025-08-28 00:52:19,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,667,0.206,0.585,0.165,59.62,0.39,1.74,0.787,0.642,10.95,-4.48,0.769,0.0,
2025-08-28 00:53:47,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,689,0.213,0.588,0.168,69.07,0.46,1.7,0.932,0.675,10.95,-4.48,0.769,0.0,
2025-08-28 00:54:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,699,0.216,0.585,0.165,68.05,0.45,1.71,0.915,0.669,10.95,-4.11,0.769,0.0,
2025-08-28 00:56:27,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,706,0.218,0.593,0.173,72.86,0.48,1.69,0.992,0.675,10.95,-2.93,0.769,0.0,
2025-08-28 00:59:51,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,2000,50,50,2013-01-01,3233,679,0.21,0.595,0.175,65.33,0.43,1.67,0.897,0.669,10.95,-4.48,0.846,0.0,
2025-08-28 01:02:09,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,3.0,0.2,,0.5,2000,50,50,2013-01-01,3233,663,0.205,0.6,0.18,72.05,0.48,1.7,0.974,0.656,10.95,-4.48,0.769,0.0,
2025-08-28 01:04:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,3.0,0.2,,0.5,3000,50,50,2013-01-01,2300,461,0.2,0.557,0.137,28.3,0.26,1.74,0.521,0.509,10.1,-4.48,0.6,0.0,
2025-08-28 01:06:51,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,3.0,0.2,,0.5,1000,50,50,2013-01-01,3233,652,0.202,0.549,0.129,18.11,0.12,1.68,0.247,0.536,10.1,-5.56,0.462,0.0,
2025-08-29 01:39:12,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:13,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:13,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:13,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:14,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:14,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:16,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:17,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:39:18,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:44,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:46,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:46,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:46,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:47,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:47,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:51,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:52,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:52,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:52,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:53,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:53,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:54,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:54,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:55,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:55,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:55,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:55,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:56,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:56,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:56,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:56,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:57,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:58,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:58,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:40:59,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
2025-08-29 01:42:24,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
