date,time,prediction,actual,signal,pnl
2012-09-27 09:50:00,09:50,-0.3565057661616082,1.2315,0,0.0
2012-09-28 09:50:00,09:50,-0.19160642733036787,-0.2263,0,0.0
2012-10-01 09:50:00,09:50,0.05962253706766952,-0.5264,0,0.0
2012-10-02 09:50:00,09:50,-0.1490417153655687,-0.1905,0,0.0
2012-10-03 09:50:00,09:50,-0.22918070975919902,0.5333,0,0.0
2012-10-04 09:50:00,09:50,-0.2006832936143552,0.3288,0,0.0
2012-10-05 09:50:00,09:50,-0.2030680164205755,-1.0462,0,0.0
2012-10-08 09:50:00,09:50,0.10203884944817038,-0.3552,1,-0.3552
2012-10-09 09:50:00,09:50,0.06659753786926843,-0.7194,0,0.0
2012-10-10 09:50:00,09:50,-0.005682675247785747,-0.4267,0,0.0
2012-10-11 09:50:00,09:50,0.033150368798508356,-0.8855,0,0.0
2012-10-12 09:50:00,09:50,-0.061642922163578986,-0.3398,0,0.0
2012-10-15 09:50:00,09:50,-0.13554727332193514,0.5241,0,0.0
2012-10-16 09:50:00,09:50,-0.05025674425575934,1.002,0,0.0
2012-10-17 09:50:00,09:50,-0.1791806737675396,0.0602,0,0.0
2012-10-18 09:50:00,09:50,-0.16840660759466483,-0.9017,0,0.0
2012-10-19 09:50:00,09:50,0.12536120406558438,-1.8701,1,-1.8701
2012-10-22 09:50:00,09:50,0.08643136228885379,0.3642,1,0.3642
2012-10-23 09:50:00,09:50,-0.2301153959916475,-0.1596,0,0.0
2012-10-24 09:50:00,09:50,-0.291229347527715,-0.8081,0,0.0
2012-10-25 09:50:00,09:50,-0.07840858130671831,-0.4757,0,0.0
2012-10-26 09:50:00,09:50,-0.23107655617207815,-0.0094,0,0.0
2012-10-31 09:50:00,09:50,-0.17508519419248791,-0.4274,0,0.0
2012-11-01 09:50:00,09:50,0.09631062616345183,0.6669,1,0.6669
2012-11-02 09:50:00,09:50,-0.1717818187399417,-1.3503,0,0.0
2012-11-05 09:50:00,09:50,0.1729818381121528,0.6508,1,0.6508
2012-11-06 09:50:00,09:50,-0.1412675544780094,0.1529,0,0.0
2012-11-07 09:50:00,09:50,-0.12267269050914081,-1.2297,0,0.0
2012-11-08 09:50:00,09:50,-0.09180678482908446,-1.8772,0,0.0
2012-11-09 09:50:00,09:50,0.07892915916228635,0.2234,1,0.2234
2012-11-12 09:50:00,09:50,-0.11740188779736414,-0.5399,0,0.0
2012-11-13 09:50:00,09:50,-0.2708723610455774,-0.4082,0,0.0
2012-11-14 09:50:00,09:50,-0.24443758348270045,-1.4702,0,0.0
2012-11-15 09:50:00,09:50,0.14070490437920036,-0.2506,1,-0.2506
2012-11-16 09:50:00,09:50,-0.39954079067656023,0.8967,0,0.0
2012-11-19 09:50:00,09:50,-0.07610787977693075,0.8591,0,0.0
2012-11-20 09:50:00,09:50,-0.20266992693168157,0.19,0,0.0
2012-11-21 09:50:00,09:50,-0.10403135615892836,-0.0064,0,0.0
2012-11-22 09:50:00,09:50,-0.06465785003402581,-0.032,0,0.0
2012-11-23 09:50:00,09:50,-0.10531081652618368,0.3663,0,0.0
2012-11-26 09:50:00,09:50,0.03017895422601989,0.4645,0,0.0
2012-11-27 09:50:00,09:50,-0.0028440739269414385,-0.3992,0,0.0
2012-11-28 09:50:00,09:50,-0.2049878735531323,1.5022,0,0.0
2012-11-29 09:50:00,09:50,-0.019851613321939403,-0.146,0,0.0
2012-11-30 09:50:00,09:50,-0.1499921463847569,0.0062,0,0.0
2012-12-03 09:50:00,09:50,-0.15998797798264197,-0.8598,0,0.0
2012-12-04 09:50:00,09:50,0.15530394922351903,-0.0094,1,-0.0094
2012-12-05 09:50:00,09:50,-0.1679331264133506,-0.3808,0,0.0
2012-12-06 09:50:00,09:50,-0.2774217899006068,0.5335,0,0.0
2012-12-07 09:50:00,09:50,-0.24841696448299366,-0.4183,0,0.0
2012-12-10 09:50:00,09:50,-0.0853792474890048,-0.0315,0,0.0
2012-12-11 09:50:00,09:50,-0.1738710721035271,0.0871,0,0.0
2012-12-12 09:50:00,09:50,-0.07586995069186578,-0.391,0,0.0
2012-12-13 09:50:00,09:50,0.18515268532341067,-0.6767,1,-0.6767
2012-12-14 09:50:00,09:50,0.0071522092430013895,-0.1869,0,0.0
