Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,313,11.4,54.6,-0.36,0.47,0.09,0.09,8.61,-2.04,2.63,3.99,0.63,0.66,1.73
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,277,10.1,45.5,-0.27,0.32,0.00,0.00,2.20,-1.65,0.02,4.30,0.02,0.00,0.01
NQ,longonly,Ret_fwd6hr,2,2900,11.51,282,9.7,56.0,-0.42,0.45,0.07,0.06,3.38,-2.71,1.62,6.83,0.51,0.24,0.66
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,285,9.8,50.2,-0.22,0.25,0.02,0.02,1.47,-1.09,0.40,5.46,0.25,0.07,0.21
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,230,8.8,49.1,-0.30,0.29,-0.01,-0.01,1.63,-3.54,-0.21,7.04,-0.08,-0.03,-0.05
NQ,longonly,Ret_fwd6hr,17,2600,10.32,224,8.6,54.9,-0.46,0.42,0.03,0.03,3.34,-4.62,0.50,10.13,0.16,0.05,0.22
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,292,10.4,44.5,-0.26,0.30,-0.01,-0.01,1.87,-3.19,-0.21,7.04,-0.08,-0.03,-0.06
NQ,longonly,Ret_fwd6hr,23,2800,11.11,320,11.4,56.2,-0.38,0.45,0.09,0.09,6.30,-2.73,2.56,5.23,0.66,0.49,2.72
NQ,longonly,Ret_fwd6hr,19,2950,11.71,346,11.7,55.8,-0.28,0.28,0.03,0.03,1.92,-3.94,0.89,5.22,0.34,0.17,0.38
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,361,12.2,45.2,-0.21,0.35,0.04,0.04,5.36,-2.53,1.23,6.68,0.38,0.18,0.66
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,321,10.4,46.4,-0.44,0.55,0.02,0.02,4.30,-4.80,0.47,8.59,0.14,0.05,0.10
NQ,longonly,Ret_fwd6hr,14,3100,12.30,302,9.7,58.9,-0.51,0.56,0.12,0.12,3.31,-5.90,2.90,6.06,0.72,0.48,2.24
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,318,11.0,46.9,-0.21,0.22,-0.01,-0.01,3.89,-2.00,-0.18,6.60,-0.08,-0.03,-0.06
NQ,longonly,Ret_fwd6hr,21,2900,11.51,300,10.3,61.0,-0.31,0.36,0.10,0.10,3.51,-2.91,2.59,3.53,0.88,0.73,2.22
NQ,longonly,Ret_fwd6hr,16,3100,12.30,326,10.5,58.6,-0.35,0.31,0.04,0.04,2.49,-4.36,0.93,4.36,0.36,0.21,0.48
NQ,longonly,Ret_fwd6hr,4,3250,12.90,330,10.2,49.7,-0.46,0.53,0.04,0.03,3.98,-2.48,0.84,9.83,0.25,0.09,0.16
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,326,10.5,51.2,-0.26,0.31,0.03,0.03,4.54,-1.52,0.87,4.53,0.37,0.19,0.48
NQ,longonly,Ret_fwd6hr,6,3200,12.70,327,10.2,56.6,-0.70,0.60,0.04,0.04,4.63,-4.60,0.82,14.88,0.19,0.05,0.24
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,336,10.5,41.7,-0.49,0.57,-0.05,-0.05,2.45,-2.93,-1.33,15.68,-0.35,-0.09,-0.14
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,311,9.6,49.8,-0.44,0.49,0.02,0.02,2.37,-3.60,0.55,9.74,0.19,0.06,0.15
NQ,longonly,Ret_fwd6hr,12,3200,12.70,328,10.2,57.0,-0.64,0.59,0.06,0.06,11.67,-6.99,1.46,8.25,0.29,0.18,0.44
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,347,10.8,41.8,-0.41,0.62,0.02,0.02,9.36,-2.79,0.54,11.24,0.14,0.05,0.10
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,353,10.7,45.6,-0.71,0.90,0.02,0.02,5.13,-6.64,0.34,11.33,0.09,0.03,0.07
NQ,longonly,Ret_fwd6hr,10,3300,13.10,334,10.1,59.3,-0.75,0.64,0.08,0.08,10.37,-5.44,1.79,12.12,0.34,0.15,0.53
NQ,longonly,Ret_fwd6hr,8,3300,13.10,359,10.9,53.8,-0.71,0.81,0.11,0.11,11.28,-2.84,2.73,10.24,0.46,0.27,0.98
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,334,10.1,47.6,-0.58,0.62,-0.01,-0.01,2.87,-2.77,-0.30,26.56,-0.05,-0.01,-0.03
