date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2013-01-07 13:50:00,0.2491,1,2709.5,40,NQ,longonly,Ret_fwd6hr,14
2013-01-08 13:50:00,0.3475,0,2710.083252,40,NQ,longonly,Ret_fwd6hr,14
2013-01-09 13:50:00,-0.0887,0,2724.166748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-10 13:50:00,0.474,0,2725.083252,40,NQ,longonly,Ret_fwd6hr,14
2013-01-11 13:50:00,0.3195,0,2738.5,40,NQ,longonly,Ret_fwd6hr,14
2013-01-14 13:50:00,0.2693,0,2722.666748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-15 13:50:00,0.212,0,2712.75,40,NQ,longonly,Ret_fwd6hr,14
2013-01-16 13:50:00,-0.1251,0,2731.916748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-17 13:50:00,-0.373,0,2748.25,40,NQ,longonly,Ret_fwd6hr,14
2013-01-18 13:50:00,0.2136,0,2731.166748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-22 13:50:00,0.9186,0,2730.666748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-23 13:50:00,-1.5173,0,2757.083252,40,NQ,longonly,Ret_fwd6hr,14
2013-01-24 13:50:00,-0.0982,0,2715.916748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-25 13:50:00,-0.198,1,2735.416748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-28 13:50:00,-0.07,0,2738.416748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-29 13:50:00,0.2496,0,2738.166748,40,NQ,longonly,Ret_fwd6hr,14
2013-01-30 13:50:00,-0.2463,0,2741.0,40,NQ,longonly,Ret_fwd6hr,14
2013-01-31 13:50:00,0.0244,0,2731.833252,40,NQ,longonly,Ret_fwd6hr,14
2013-02-01 13:50:00,-0.2775,0,2762.416748,40,NQ,longonly,Ret_fwd6hr,14
2013-02-04 13:50:00,-0.0644,0,2715.5,40,NQ,longonly,Ret_fwd6hr,14
2013-02-05 13:50:00,0.191,1,2749.0,40,NQ,longonly,Ret_fwd6hr,14
