Metric,Value
Total Permutations,52.0
Successful,52.0
Failed,0.0
Workers Used,31.0
Average Annual Return (%),0.5119708788521271
Median Annual Return (%),0.2708086871763049
Average Sharpe Ratio,0.14851378439092153
Average Profit/DD,0.11081588175935389
