Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,545,19.8,58.5,-0.32,0.38,0.09,0.09,8.61,-2.59,4.54,3.36,1.02,1.35,4.77
NQ,longonly,Ret_fwd6hr,21,2900,11.51,559,19.3,57.8,-0.27,0.29,0.05,0.05,3.51,-2.91,2.53,4.04,0.78,0.63,2.40
GC,longonly,Ret_fwd6hr,16,2900,11.51,590,20.3,58.6,-0.23,0.24,0.05,0.05,1.31,-1.74,2.59,6.98,1.08,0.37,2.31
GC,longonly,Ret_fwd6hr,17,2750,10.91,566,20.6,57.1,-0.24,0.24,0.04,0.04,1.24,-1.90,1.91,4.08,0.81,0.47,2.04
NQ,longonly,Ret_fwd6hr,23,2800,11.11,609,21.8,57.3,-0.35,0.35,0.05,0.05,6.30,-2.57,2.78,4.57,0.67,0.61,1.48
GC,longonly,Ret_fwd6hr,19,2800,11.11,579,20.7,53.7,-0.22,0.25,0.03,0.03,1.97,-1.27,1.61,2.83,0.69,0.57,1.46
NQ,longonly,Ret_fwd6hr,14,3100,12.30,640,20.6,54.4,-0.48,0.49,0.05,0.05,3.31,-5.99,2.27,8.83,0.42,0.26,1.14
GC,longonly,Ret_fwd6hr,12,2700,10.71,546,20.2,52.4,-0.22,0.25,0.03,0.03,2.56,-2.29,1.32,3.48,0.53,0.38,0.93
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,548,21.1,49.5,-0.23,0.30,0.03,0.03,5.08,-1.58,1.74,7.90,0.55,0.22,0.63
NQ,longonly,Ret_fwd6hr,10,3300,13.10,675,20.5,56.4,-0.71,0.65,0.06,0.06,10.37,-4.13,2.88,15.65,0.43,0.18,0.50
NQ,longonly,Ret_fwd6hr,8,3300,13.10,710,21.5,54.2,-0.66,0.66,0.06,0.06,11.28,-3.20,2.98,19.75,0.44,0.15,0.45
GC,longonly,Ret_fwd6hr,14,2450,9.72,511,20.9,51.1,-0.23,0.26,0.02,0.02,2.50,-1.68,1.14,7.47,0.44,0.15,0.42
NQ,longonly,Ret_fwd6hr,2,2900,11.51,596,20.6,54.4,-0.37,0.38,0.04,0.04,3.59,-2.83,2.04,11.95,0.51,0.17,0.39
NQ,longonly,Ret_fwd6hr,16,3100,12.30,618,19.9,57.0,-0.35,0.31,0.03,0.03,2.49,-5.19,1.36,8.58,0.36,0.16,0.39
GC,shortonly,Ret_fwd6hr,2,3050,12.10,601,19.7,53.1,-0.29,0.31,0.03,0.03,5.15,-2.43,1.51,10.53,0.48,0.14,0.36
NQ,longonly,Ret_fwd6hr,19,2950,11.71,621,21.1,55.7,-0.27,0.24,0.02,0.02,1.68,-3.94,0.92,7.73,0.32,0.12,0.36
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,649,20.3,46.2,-0.40,0.54,0.04,0.04,4.49,-2.58,1.71,12.88,0.37,0.13,0.34
