Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NG,shortonly,Ret_fwd6hr,10,2600,10.32,281,10.8,53.4,-1.59,1.45,0.04,0.03,6.79,-8.03,0.38,22.38,0.09,0.02,0.04
NG,longonly,Ret_fwd6hr,10,2600,10.32,263,10.1,47.1,-1.38,1.30,-0.11,-0.11,7.40,-8.32,-3.29,36.99,-0.30,-0.09,-0.22
NG,longonly,Ret_fwd6hr,19,1800,7.14,190,10.6,51.1,-0.54,0.53,0.02,0.01,3.56,-2.94,0.40,11.56,0.12,0.03,0.07
NG,shortonly,Ret_fwd6hr,19,1800,7.14,196,10.9,51.5,-0.63,0.65,0.03,0.03,2.88,-2.96,0.73,8.82,0.18,0.08,0.19
NG,longonly,Ret_fwd6hr,21,1900,7.54,203,10.7,52.2,-0.71,0.57,-0.03,-0.04,3.12,-3.73,-1.04,13.10,-0.19,-0.08,-0.14
NG,shortonly,Ret_fwd6hr,21,1900,7.54,212,11.2,53.3,-0.68,0.94,0.18,0.18,4.36,-4.22,5.05,5.93,0.84,0.85,2.35
NG,longonly,Ret_fwd6hr,12,2600,10.32,292,11.2,50.0,-1.33,1.62,0.15,0.15,9.82,-8.39,3.53,24.06,0.35,0.15,0.32
NG,shortonly,Ret_fwd6hr,12,2600,10.32,291,11.2,45.4,-1.25,1.29,-0.09,-0.10,8.32,-6.47,-2.82,33.97,-0.25,-0.08,-0.15
NG,shortonly,Ret_fwd6hr,14,2500,9.92,282,11.3,44.7,-1.17,1.08,-0.16,-0.17,8.83,-11.42,-4.97,49.77,-0.49,-0.10,-0.20
NG,longonly,Ret_fwd6hr,14,2500,9.92,303,12.1,50.5,-1.33,1.06,-0.12,-0.12,11.09,-9.45,-4.00,45.68,-0.34,-0.09,-0.16
NG,longonly,Ret_fwd6hr,17,2650,10.52,316,11.9,50.6,-0.74,0.89,0.10,0.09,8.98,-4.02,2.68,23.31,0.37,0.11,0.20
NG,shortonly,Ret_fwd6hr,17,2650,10.52,295,11.1,48.1,-0.81,0.78,-0.04,-0.05,4.99,-5.06,-1.21,28.12,-0.15,-0.04,-0.08
NG,longonly,Ret_fwd6hr,16,2900,11.51,329,11.3,51.4,-0.83,1.02,0.13,0.12,9.30,-6.82,3.40,19.05,0.42,0.18,0.45
NG,shortonly,Ret_fwd6hr,16,2900,11.51,325,11.2,52.6,-0.65,0.76,0.10,0.09,5.66,-6.08,2.58,13.00,0.47,0.20,0.39
