Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,542,19.7,53.3,-0.35,0.46,0.08,0.08,8.61,-2.04,3.94,6.71,0.78,0.59,1.81
NQ,longonly,Ret_fwd6hr,2,2900,11.51,565,19.5,53.1,-0.39,0.41,0.04,0.03,3.38,-2.71,1.71,7.69,0.43,0.22,0.61
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,583,20.1,45.3,-0.29,0.28,-0.03,-0.03,2.88,-3.59,-1.63,19.22,-0.50,-0.08,-0.14
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,561,20.4,46.2,-0.31,0.32,-0.01,-0.02,2.20,-3.23,-0.80,12.32,-0.22,-0.07,-0.12
NQ,longonly,Ret_fwd6hr,6,3200,12.70,601,18.8,54.9,-0.64,0.65,0.07,0.07,5.01,-3.70,3.18,12.25,0.53,0.26,0.74
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,634,19.8,47.5,-0.52,0.60,0.01,0.01,4.33,-2.93,0.49,10.70,0.12,0.05,0.11
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,561,21.6,46.2,-0.27,0.31,0.00,-0.00,5.08,-3.54,-0.07,10.08,0.00,-0.01,-0.01
NQ,longonly,Ret_fwd6hr,17,2600,10.32,569,21.9,54.7,-0.41,0.36,0.01,0.01,3.34,-4.62,0.37,11.29,0.10,0.03,0.10
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,595,21.2,44.2,-0.24,0.29,-0.00,-0.00,1.84,-1.29,-0.07,9.58,-0.01,-0.01,-0.01
NQ,longonly,Ret_fwd6hr,23,2800,11.11,555,19.8,53.0,-0.35,0.47,0.08,0.08,6.30,-3.44,4.20,5.74,0.86,0.73,1.56
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,611,21.1,47.3,-0.20,0.23,0.00,0.00,3.89,-2.00,0.04,7.46,0.03,0.01,0.02
NQ,longonly,Ret_fwd6hr,21,2900,11.51,594,20.5,59.4,-0.29,0.32,0.07,0.07,3.51,-3.05,3.87,5.52,1.04,0.70,4.58
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,675,20.5,47.6,-0.63,0.81,0.05,0.05,5.13,-6.64,2.58,18.56,0.38,0.14,0.38
NQ,longonly,Ret_fwd6hr,10,3300,13.10,658,19.9,57.9,-0.74,0.69,0.09,0.09,10.37,-5.44,4.26,14.00,0.59,0.30,0.94
NQ,longonly,Ret_fwd6hr,19,2950,11.71,598,20.3,55.4,-0.30,0.29,0.03,0.02,2.83,-3.94,1.23,12.57,0.37,0.10,0.23
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,599,20.3,45.4,-0.23,0.33,0.02,0.02,5.36,-2.53,1.06,7.38,0.29,0.14,0.39
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,682,21.3,44.6,-0.43,0.66,0.06,0.06,9.36,-2.79,2.85,16.74,0.47,0.17,0.38
NQ,longonly,Ret_fwd6hr,12,3200,12.70,671,21.0,58.0,-0.70,0.59,0.05,0.05,11.67,-6.99,2.45,16.93,0.36,0.14,0.50
NQ,longonly,Ret_fwd6hr,4,3250,12.90,674,20.7,50.1,-0.52,0.50,-0.01,-0.01,3.95,-4.43,-0.52,15.33,-0.08,-0.03,-0.08
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,670,20.6,48.8,-0.41,0.43,-0.00,-0.00,2.12,-3.60,-0.27,18.46,-0.04,-0.01,-0.03
NQ,longonly,Ret_fwd6hr,16,3100,12.30,650,21.0,58.5,-0.46,0.31,-0.01,-0.01,4.22,-5.19,-0.69,27.29,-0.12,-0.03,-0.05
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,636,20.5,46.1,-0.42,0.50,0.00,0.00,5.99,-4.80,-0.04,13.95,0.02,-0.00,-0.01
NQ,longonly,Ret_fwd6hr,8,3300,13.10,684,20.7,54.1,-0.75,0.73,0.05,0.05,11.28,-3.63,2.36,19.98,0.33,0.12,0.42
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,690,20.9,47.1,-0.56,0.67,0.02,0.02,4.38,-3.15,0.88,14.40,0.17,0.06,0.12
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,613,19.8,44.0,-0.30,0.33,-0.02,-0.02,4.54,-1.89,-1.02,18.73,-0.29,-0.05,-0.11
NQ,longonly,Ret_fwd6hr,14,3100,12.30,625,20.2,54.9,-0.56,0.49,0.02,0.02,3.31,-8.00,0.64,18.47,0.13,0.03,0.10
