Date/Time,RetForward,Last10,First20,Overnight,3day
27/12/2004 15:59,-0.50038,0.04114,-0.04113,0.18541,0.47609
28/12/2004 15:59,0.21841,0.0413,0.08266,0.14487,-0.39167
29/12/2004 15:59,0.15234,-0.04117,0.04119,-0.16447,0.20602
30/12/2004 15:59,-0.11915,-0.04107,0.04108,0.06166,0.68295
31/12/2004 15:59,-0.222,0.0617,-0.0822,0.08227,-0.04112
3/01/2005 15:59,-1.12756,-0.10252,0.06155,0.41203,-0.2261
4/01/2005 15:59,-1.3413,-0.10361,-0.08282,0.33236,-0.98725
5/01/2005 15:59,-0.56824,-0.1048,0.23109,0.02101,-1.95715
6/01/2005 15:59,0.22112,-0.0631,0.14746,0.10544,-1.49564
7/01/2005 15:59,-0.33348,-0.1886,0.08389,0.18912,0
10/01/2005 15:59,0.21448,0.1474,0.16874,-0.23148,0.21088
11/01/2005 15:59,0.05066,0.06328,-0.27345,-0.25178,0.14709
12/01/2005 15:59,0.56008,-0.12677,-0.21084,0.06329,-0.25253
13/01/2005 15:59,-0.73925,0.1265,-0.14737,-0.16814,-0.16786
14/01/2005 15:59,0.32376,0.14831,-0.06352,0.21218,-0.56962
18/01/2005 15:59,1.20482,0.06347,-0.02115,-0.2742,-0.35729
19/01/2005 15:59,-0.87829,0.06279,-0.06275,-0.1462,1.59134
20/01/2005 15:59,-0.23325,-0.0636,-0.06356,-0.42194,-0.02109
21/01/2005 15:59,-0.77892,-0.02122,-0.04242,0.21254,-1.7335
24/01/2005 15:59,-0.37413,-0.17072,-0.02134,0.25668,-1.37131
25/01/2005 15:59,-0.34511,-0.08516,0.3847,0.40773,-0.95643
26/01/2005 15:59,0.00213,0.06392,-0.0213,0.34203,0.06417
27/01/2005 15:59,0.11072,0.12796,0.02133,-0.23409,0.83691
28/01/2005 15:59,-0.14059,-0.06384,-0.0638,0,0.51304
31/01/2005 15:59,0.0572,0.1272,-0.04238,0.66126,-0.23409
1/02/2005 15:59,0.63039,-0.02115,-0.0634,0.19056,0.44662
2/02/2005 15:59,0.36152,-0.084,0,0.10511,1.47184
3/02/2005 15:59,-0.021,0.04199,0,-0.25131,1.101
4/02/2005 15:59,0.67367,0.14684,0.1681,-0.04201,0.08409
7/02/2005 15:59,-0.15364,0.10393,0.0624,-0.08313,0.77487
8/02/2005 15:59,-0.06853,0.14562,0.04162,-0.08318,1.00819
9/02/2005 15:59,-0.89566,-0.02079,-0.10382,0.08313,0
10/02/2005 15:59,0.16303,-0.02091,0,0.29356,-0.83177
11/02/2005 15:59,0.92223,-0.02092,-0.12534,-0.10434,-0.41563
14/02/2005 15:59,0.14312,-0.04146,-0.02073,-0.02072,1.19522
15/02/2005 15:59,0.34595,0.06216,-0.08282,0.04143,0.75125
16/02/2005 15:59,0.36065,0.02071,-0.10346,-0.22709,0.37298
17/02/2005 15:59,-0.74334,-0.06192,0.02064,0.04131,0.28998
18/02/2005 15:59,0.04161,0.02082,0.04166,-0.12482,-0.76383
22/02/2005 15:59,-1.08996,0.08356,-0.06263,-0.39509,-0.68154
23/02/2005 15:59,0.38334,-0.02104,0.02104,0.31666,-1.45621
24/02/2005 15:59,1.04112,-0.04203,-0.12594,-0.04196,-0.89416
25/02/2005 15:59,0.95163,0.02082,0.02082,-0.04163,1.4144
28/02/2005 15:59,-0.48579,0.02068,-0.062,-0.18564,1.72052
1/03/2005 15:59,0.12195,0,0.29022,0.20773,0.20816
2/03/2005 15:59,0.26511,0.06219,0.04148,-0.45417,-0.08251
3/03/2005 15:59,-0.30062,-0.02058,0.06178,0.30985,0.56086
4/03/2005 15:59,0.22957,0.14388,-0.12318,0.59893,-0.04129
7/03/2005 15:59,-0.10194,0.08163,0.10215,0.10225,1.01219
8/03/2005 15:59,-0.30662,-0.1021,0.04086,-0.10204,1.19785
9/03/2005 15:59,-0.65844,-0.08224,-0.06164,-0.20504,-0.26585
10/03/2005 15:59,-0.12142,0.2269,-0.10303,0.51781,-1.46939
11/03/2005 15:59,-0.95939,0.16461,0.06177,0.08242,-0.49211
14/03/2005 15:59,0.42691,-0.04143,-0.02071,0.1452,-0.14499
15/03/2005 15:59,-0.90833,0.04119,-0.0823,0.2889,-0.14424
16/03/2005 15:59,-0.47166,0,-0.06262,-0.41571,-0.20743
17/03/2005 15:59,0.26651,-0.12573,-0.06283,0.12581,-1.58894
18/03/2005 15:59,-0.02515,-0.10462,-0.10452,0.12558,-0.68593
21/03/2005 15:59,-0.28962,0.06297,-0.10484,-0.04192,0.04194
22/03/2005 15:59,-1.23508,0.04202,0.14728,0.0421,-0.56509
23/03/2005 15:59,0.15552,-0.10645,0.0426,-0.14887,-1.44624
24/03/2005 15:59,-0.51625,0.08475,0.10604,0.29781,-1.05241
28/03/2005 15:59,-0.24135,0,0.21222,0.21268,0
29/03/2005 15:59,-0.73919,0,0.12763,-0.23345,0.23399
30/03/2005 15:59,1.00794,-0.02131,0.14938,0.27819,-0.61676
31/03/2005 15:59,-0.26982,-0.02105,0.16871,0.04219,0.59423
1/04/2005 15:59,-1.32394,-0.02097,0.18912,0.59184,1.24117
4/04/2005 15:59,0.4258,-0.04258,-0.21245,0.08505,-0.78059
5/04/2005 15:59,-0.10755,0.19007,0.23285,0.1484,-0.29592
6/04/2005 15:59,-0.02316,0,-0.02105,0.27444,0.72294
7/04/2005 15:59,0.5683,0.06318,-0.02106,0,0.6784
8/04/2005 15:59,-0.88751,0.06283,-0.04187,-0.02093,0.86553
11/04/2005 15:59,0.04645,-0.1686,0.02108,0.19007,-0.2948
12/04/2005 15:59,1.04419,-0.04243,-0.27502,-0.25322,-0.81624
13/04/2005 15:59,-0.89293,-0.12618,0.08419,-0.21004,0.5491
14/04/2005 15:59,-0.94651,-0.1062,0.0425,0,-0.69635
15/04/2005 15:59,-1.53813,0.17241,0.04312,-0.40799,-2.18442
18/04/2005 15:59,0.08722,0.24065,-0.06559,-0.06555,-2.74118
19/04/2005 15:59,0.00649,0.19531,-0.0217,0.41394,-1.43869
20/04/2005 15:59,-0.96513,-0.17365,-0.32453,0.08662,0.89578
21/04/2005 15:59,1.00856,0.30488,-0.10877,0.89991,-0.74074
22/04/2005 15:59,-0.36693,0.04321,-0.12945,-0.25823,0.62798
25/04/2005 15:59,0.32753,0.04311,0,0.49827,1.31694
26/04/2005 15:59,-0.57131,-0.06464,-0.04308,-0.27921,0.19367
27/04/2005 15:59,0.95524,-0.13063,-0.10874,-0.30356,-0.08666
28/04/2005 15:59,-0.5801,0.02174,-0.30349,-0.34565,-0.5799
29/04/2005 15:59,0.6958,0.02174,-0.13029,0.63374,-0.78057
2/05/2005 15:59,0.04728,0.08602,0.10764,0.30231,0.04321
3/05/2005 15:59,-0.07088,0.12909,0.10769,-0.27921,1.74825
4/05/2005 15:59,0.90071,0.04295,-0.17149,0.27945,0.45347
5/05/2005 15:59,-0.41142,0.04247,0.08502,0,1.05241
6/05/2005 15:59,-0.50301,0.02123,-0.14837,0.46848,0.94583
9/05/2005 15:59,0.64395,0.14941,-0.06399,0,-0.36132
10/05/2005 15:59,-0.40342,-0.04265,-0.08523,-0.57203,0.51107
11/05/2005 15:59,0.43499,-0.10704,-0.08556,0.19288,-0.46928
12/05/2005 15:59,-0.89917,-0.12801,-0.08527,0.08534,-0.69915
13/05/2005 15:59,-0.14478,-0.15093,-0.23661,0.19397,-0.55722
16/05/2005 15:59,0.69879,-0.08626,0.28114,0.06492,-1.40815
17/05/2005 15:59,0.80663,0.08587,0.10746,-0.34269,0.625
18/05/2005 15:59,0.5402,0.04239,0.0212,0.38306,1.68795
19/05/2005 15:59,0.35774,0.10529,-0.12618,0.18963,1.64918
20/05/2005 15:59,0.05043,0,-0.18876,-0.02097,1.48968
23/05/2005 15:59,0.1131,0.16782,0.105,0.021,0.31606
24/05/2005 15:59,0.20544,0.08388,-0.06287,-0.16736,0.23066
25/05/2005 15:59,0.04828,-0.02099,-0.06292,-0.25105,0.39908
26/05/2005 15:59,0.3222,-0.08365,-0.02091,0.35669,-0.29289
27/05/2005 15:59,0.18158,-0.06258,-0.02086,0,0.31381
31/05/2005 15:59,-0.14654,-0.20899,-0.20855,-0.10417,0.71339
1/06/2005 15:59,0.44516,0.04188,0.10482,0,-0.52138
2/06/2005 15:59,0.28511,0.06249,0.04168,-0.14565,0.125
3/06/2005 15:59,-0.57738,-0.02075,0.16629,-0.16601,1.02725
6/06/2005 15:59,0.14626,0.04181,-0.12526,0.06267,-0.39534
7/06/2005 15:59,-0.59947,0.08306,0.24979,0.2295,-0.53953
8/06/2005 15:59,-0.43515,0.06246,-0.06242,0.29215,0.10445
9/06/2005 15:59,0.69257,-0.02085,-0.02085,0.31368,-0.2295
10/06/2005 15:59,-0.12028,-0.12425,0,0.04143,0.73038
13/06/2005 15:59,0.44331,0.04164,-0.04162,-0.22841,0.711
14/06/2005 15:59,0.11379,0.12422,0.14514,-0.06216,-0.02072
15/06/2005 15:59,0.07846,-0.06189,-0.10305,0.26865,0.47757
16/06/2005 15:59,0.24732,-0.04124,0.02062,0.04126,0.43514
17/06/2005 15:59,0.04707,-0.1635,0.16377,0.43174,0.51664
20/06/2005 15:59,0.31844,0.02053,0.04108,-0.40917,0.84588
21/06/2005 15:59,0.15611,-0.14347,-0.08192,0,0.39063
22/06/2005 15:59,-0.14128,-0.02046,-0.0409,0.28712,-0.2455
