total_return,annualized_return,sharpe_ratio,max_drawdown,total_trades,win_rate,profit_factor,UPI_30,UPI_30_adj,UPI_30_max,UPI_30_adj_max,UPI_50,UPI_50_adj,UPI_50_max,UPI_50_adj_max
-3.7423994061956594e-05,-0.0004554936684670885,-0.8819764703364794,-0.00022677713939545097,132,0.2878787878787879,0.9293159864727457,-8.531747902207929,-46.73030780986663,1364.364442832216,7472.931819971723,-8.531747902207929,-60.32856797025328,1364.364442832216,9647.513495364656
