Feature,Importance,Std_Dev,Percentage
PIR_2-4hr,0.14435288794497134,0.03732587398280456,14.435288794497133
PIR_16-32hr,0.1416091573115701,0.06095038760461547,14.160915731157008
PIR_32-64hr,0.13563892139306075,0.02746051702073457,13.563892139306075
PIR_0-1hr,0.12992903884264922,0.020916855253064467,12.992903884264923
PIR_8-16hr,0.12679434612947146,0.020009463577244074,12.679434612947146
PIR_64-128hr,0.1250133506151322,0.026027834130496554,12.501335061513219
PIR_4-8hr,0.10031399466701611,0.017598312982227148,10.031399466701611
PIR_1-2hr,0.09634830309612884,0.019968064498668683,9.634830309612884
