Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,545,19.8,56.1,-0.33,0.41,0.09,0.09,8.61,-2.59,4.39,5.24,0.92,0.84,3.52
NQ,longonly,Ret_fwd6hr,2,2900,11.51,523,18.0,53.0,-0.38,0.44,0.06,0.05,3.59,-2.71,2.50,6.91,0.62,0.36,1.12
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,505,18.4,45.7,-0.25,0.25,-0.03,-0.03,1.56,-3.34,-1.22,14.36,-0.45,-0.08,-0.13
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,466,16.1,49.1,-0.22,0.26,0.02,0.02,1.47,-1.34,0.59,5.24,0.28,0.11,0.20
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,466,17.9,47.9,-0.27,0.35,0.03,0.03,5.08,-3.54,1.31,7.95,0.37,0.17,0.39
NQ,longonly,Ret_fwd6hr,17,2600,10.32,511,19.7,54.2,-0.39,0.36,0.02,0.02,3.34,-4.62,0.83,11.27,0.21,0.07,0.27
NQ,longonly,Ret_fwd6hr,23,2800,11.11,493,17.6,54.6,-0.33,0.42,0.08,0.08,6.30,-2.73,3.64,5.23,0.84,0.70,2.56
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,551,19.7,45.6,-0.25,0.28,-0.01,-0.01,1.87,-3.19,-0.38,7.82,-0.12,-0.05,-0.11
NQ,longonly,Ret_fwd6hr,14,3100,12.30,597,19.3,54.3,-0.51,0.50,0.04,0.04,3.31,-5.90,1.74,12.32,0.34,0.14,0.33
NQ,longonly,Ret_fwd6hr,19,2950,11.71,603,20.4,56.2,-0.28,0.28,0.04,0.04,2.83,-3.94,1.84,5.93,0.56,0.31,1.08
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,575,19.5,44.2,-0.20,0.31,0.02,0.02,5.36,-2.53,1.13,6.86,0.32,0.16,0.51
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,550,17.7,48.0,-0.45,0.50,0.01,0.01,4.30,-4.80,0.15,13.94,0.05,0.01,0.03
NQ,longonly,Ret_fwd6hr,21,2900,11.51,604,20.8,59.6,-0.27,0.30,0.07,0.07,3.51,-2.91,3.50,4.38,1.02,0.80,3.22
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,576,19.9,47.2,-0.20,0.21,-0.01,-0.01,3.89,-2.00,-0.33,11.23,-0.12,-0.03,-0.08
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,650,21.0,45.7,-0.31,0.32,-0.02,-0.02,4.54,-3.58,-1.20,19.35,-0.31,-0.06,-0.11
NQ,longonly,Ret_fwd6hr,16,3100,12.30,575,18.5,57.4,-0.43,0.35,0.02,0.02,2.49,-4.36,0.93,18.18,0.23,0.05,0.13
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,597,18.4,48.1,-0.43,0.45,-0.00,-0.01,2.37,-3.60,-0.30,16.93,-0.05,-0.02,-0.04
NQ,longonly,Ret_fwd6hr,6,3200,12.70,586,18.3,56.3,-0.67,0.60,0.05,0.05,4.63,-4.60,2.06,12.39,0.36,0.17,0.52
NQ,longonly,Ret_fwd6hr,4,3250,12.90,603,18.6,51.7,-0.47,0.51,0.04,0.04,3.98,-4.43,1.74,14.84,0.39,0.12,0.36
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,602,18.8,47.2,-0.53,0.57,-0.01,-0.01,3.09,-2.93,-0.84,25.25,-0.14,-0.03,-0.10
NQ,longonly,Ret_fwd6hr,12,3200,12.70,624,19.5,57.2,-0.69,0.57,0.03,0.03,11.67,-6.99,1.33,15.08,0.22,0.09,0.27
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,611,19.1,46.6,-0.41,0.61,0.07,0.07,9.36,-1.95,3.09,16.73,0.57,0.18,0.45
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,628,19.0,46.7,-0.66,0.82,0.03,0.03,5.13,-6.64,1.22,15.18,0.20,0.08,0.17
NQ,longonly,Ret_fwd6hr,10,3300,13.10,625,18.9,59.7,-0.75,0.63,0.07,0.07,10.37,-5.44,3.35,27.02,0.49,0.12,0.48
NQ,longonly,Ret_fwd6hr,8,3300,13.10,645,19.5,53.8,-0.75,0.78,0.07,0.07,11.28,-3.63,3.27,20.67,0.44,0.16,0.65
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,661,20.0,47.2,-0.56,0.57,-0.03,-0.03,3.80,-2.85,-1.54,29.23,-0.25,-0.05,-0.11
