Feature,Importance,Std_Dev,Percentage
Ret_0-1hr,0.37563323661064946,0.04448174448709271,37.56332366106495
Ret_4-8hr,0.35204323396419296,0.060057582221917795,35.2043233964193
Ret_2-4hr,0.2898927893880711,0.03681451586350095,28.98927893880711
