date,prediction,probability,actual_profitable,target_value,target_value_normalized,test_end_idx,Ret_0-1hr_value,Ret_4-8hr_value
2012-09-25 09:55:00,0,0.37,0,-1.153,-1.925774639682629,2350,-0.155,-0.172
2012-09-26 09:55:00,0,0.445,0,-0.332,-0.558242990106594,2350,-0.139,-0.104
2012-09-27 09:55:00,0,0.375,1,0.664,1.1222362215431176,2350,-0.157,-0.087
2012-09-28 09:55:00,0,0.015,1,0.175,0.29659347548360593,2350,-0.244,-0.225
2012-10-01 09:55:00,1,0.86,0,-0.295,-0.5026368090404193,2350,0.017,0.734
2012-10-02 09:55:00,0,0.585,0,-0.191,-0.3260835797075392,2350,-0.139,0.365
2012-10-03 09:55:00,0,0.215,1,0.487,0.8309297522973669,2350,-0.312,0.191
2012-10-04 09:55:00,1,0.735,1,0.396,0.673863147095017,2350,-0.034,-0.069
2012-10-05 09:55:00,1,0.765,0,-0.512,-0.8730262268671075,2350,0.103,-0.051
2012-10-08 09:55:00,1,0.69,1,0.069,0.11786929325059804,2350,-0.017,-0.189
2012-10-09 09:55:00,0,0.015,0,-0.743,-1.2713246852110578,2350,-0.327,-0.292
2012-10-10 09:55:00,0,0.44,0,-0.436,-0.7461769584710364,2350,-0.139,-0.122
2012-10-11 09:55:00,1,0.88,0,-0.47,-0.8039264205327785,2350,0.105,0.368
2012-10-12 09:55:00,1,0.735,0,-0.611,-1.0445916584256105,2350,0.035,-0.087
2012-10-15 09:55:00,0,0.575,1,0.702,1.2011276216562832,2350,-0.14,0.404
2012-10-16 09:55:00,1,0.805,1,0.346,0.5917000687478936,2350,0.156,-0.017
2012-10-17 09:55:00,1,0.815,1,0.224,0.3841338003315872,2350,0.0,0.173
2012-10-18 09:55:00,1,0.8,0,-0.086,-0.14785088418381442,2350,0.103,0.0
2012-10-19 09:55:00,0,0.1,0,-1.211,-2.0964236458800896,2350,-0.259,-0.121
2012-10-22 09:55:00,1,0.81,1,0.088,0.15330065592187853,2350,0.105,0.123
2012-10-23 09:55:00,0,0.015,0,-0.142,-0.25000799304713456,2350,-0.248,-0.508
2012-10-24 09:55:00,0,0.585,0,-0.514,-0.9137231065327615,2350,-0.124,-0.106
2012-10-25 09:55:00,1,0.79,0,-0.354,-0.6312632698885752,2350,0.0,0.124
2012-10-26 09:55:00,1,0.71,1,0.089,0.1591552933633497,2350,-0.107,0.09
2012-10-31 09:55:00,0,0.57,0,-0.407,-0.7320051258968748,2350,-0.141,0.568
2012-11-01 09:55:00,1,0.9,1,0.495,0.8949050097699933,2350,0.515,0.053
2012-11-02 09:55:00,0,0.13,0,-1.157,-2.094806947618378,2350,-0.315,-0.053
2012-11-05 09:55:00,0,0.595,1,0.552,0.9965942855234213,2350,-0.124,-0.089
2012-11-06 09:55:00,1,0.875,1,0.282,0.5078356693940251,2350,0.176,0.23
2012-11-07 09:55:00,0,0.245,0,-0.979,-1.762795224772403,2350,-0.584,0.281
2012-11-08 09:55:00,1,0.74,0,-1.506,-2.705561744756516,2350,0.108,-0.162
2012-11-09 09:55:00,1,0.755,1,0.127,0.2277340422823991,2350,0.365,-0.706
2012-11-12 09:55:00,1,0.74,0,-0.236,-0.4244594790238022,2350,-0.072,-0.036
2012-11-13 09:55:00,1,0.755,0,-0.363,-0.6546424973715574,2350,0.493,-0.237
2012-11-14 09:55:00,0,0.165,0,-1.421,-2.555865671355989,2350,-0.236,0.054
2012-11-15 09:55:00,1,0.86,0,-0.111,-0.1984788971830224,2350,0.0,0.258
2012-11-16 09:55:00,0,0.095,1,0.742,1.324815309589151,2350,-0.59,-0.185
2012-11-19 09:55:00,1,0.985,1,0.508,0.9011961504481758,2350,0.401,0.294
2012-11-20 09:55:00,1,0.845,1,0.271,0.47799567573462215,2350,-0.072,0.254
2012-11-21 09:55:00,1,0.86,1,0.054,0.09489405623572833,2350,-0.018,0.271
2012-11-22 09:55:00,1,0.79,0,-0.126,-0.22148001188872163,2350,0.0,0.09
2012-11-23 09:55:00,1,0.755,1,0.34,0.5991082946543776,2350,0.251,-0.233
2012-11-26 09:55:00,1,0.795,1,0.214,0.37791888631946724,2350,0.071,0.036
2012-11-27 09:55:00,1,0.65,0,-0.569,-1.0068423343490258,2350,0.107,-0.32
2012-11-28 09:55:00,0,0.25,1,1.386,2.456924699336047,2350,-0.198,-0.018
2012-11-29 09:55:00,1,0.94,0,-0.106,-0.18820759810787027,2350,0.23,0.283
2012-11-30 09:55:00,1,0.78,0,-0.018,-0.03216801247938924,2350,-0.106,0.265
2012-12-03 09:55:00,0,0.425,0,-0.81,-1.4560989594424725,2350,-0.176,0.159
2012-12-04 09:55:00,1,0.845,0,-0.178,-0.32005593542401467,2350,0.124,0.178
2012-12-05 09:55:00,0,0.17,1,0.196,0.353177012045464,2350,-0.195,-0.195
2012-12-06 09:55:00,1,0.885,1,0.355,0.6409200289661278,2350,0.178,0.231
2012-12-07 09:55:00,0,0.1,1,0.177,0.3211308854545883,2350,-0.317,-0.124
2012-12-10 09:55:00,1,0.655,0,0.0,0.0,2350,0.159,-0.371
2012-12-11 09:55:00,1,0.985,0,-0.035,-0.06472719626946012,2350,0.299,0.3
2012-12-12 09:55:00,0,0.425,0,-0.227,-0.42546581338129325,2350,-0.174,0.157
2012-12-13 09:55:00,1,0.73,0,-0.595,-1.1318143513710535,2350,0.14,-0.14
2012-12-14 09:55:00,0,0.465,0,-0.124,-0.23695363327037208,2350,-0.142,-0.035
2012-12-17 09:55:00,1,0.755,1,0.6,1.1539499688960677,2350,0.265,-0.212
2012-12-18 09:55:00,0,0.615,1,1.087,2.0979173635648865,2350,-0.123,-0.07
2012-12-19 09:55:00,0,0.175,0,-0.556,-1.0764875232366875,2350,-0.381,0.087
2012-12-20 09:55:00,0,0.235,1,0.718,1.3827099543662873,2350,-0.297,0.227
2012-12-21 09:55:00,1,0.905,1,0.123,0.23481432315607878,2350,0.317,-0.018
2012-12-24 09:55:00,0,0.21,1,0.176,0.3333893286405584,2350,-0.211,0.106
2012-12-26 09:55:00,0,0.63,0,-0.545,-1.0291850703141203,2350,0.018,-0.316
2012-12-27 09:55:00,1,0.71,0,-0.124,-0.23238787233694186,2350,-0.088,0.0
2012-12-28 09:55:00,1,0.74,0,-0.57,-1.0633701424871376,2350,0.089,-0.106
2012-12-31 09:55:00,1,0.905,1,1.481,2.751619734861015,2350,0.376,0.018
2013-01-02 09:55:00,1,0.985,1,0.413,0.7628292030863387,2350,0.346,1.226
2013-01-03 09:55:00,1,0.71,0,-0.034,-0.062039262998492245,2350,-0.086,0.017
2013-01-04 09:55:00,1,0.81,1,0.206,0.3743847866625209,2350,0.086,0.086
2013-01-07 09:55:00,1,0.71,1,0.172,0.31147433600001745,2350,-0.086,-0.017
2013-01-08 09:55:00,1,0.76,1,0.017,0.030686408729666135,2350,-0.103,0.207
2013-01-09 09:55:00,1,0.77,0,-0.154,-0.27718178275317873,2350,0.206,-0.052
2013-01-10 09:55:00,1,0.765,1,0.291,0.5224108308251578,2350,-0.051,0.017
2013-01-11 09:55:00,0,0.17,1,0.256,0.4554312688515597,2350,-0.222,0.0
2013-01-14 09:55:00,0,0.145,1,0.222,0.391210716168127,2350,-0.222,-0.034
2013-01-15 09:55:00,1,0.805,1,0.394,0.688453474559026,2350,0.137,0.068
2013-01-16 09:55:00,1,0.745,1,0.154,0.2665086141535052,2350,0.171,-0.102
2013-01-17 09:55:00,1,0.735,1,0.204,0.3507364900278788,2350,-0.085,0.154
2013-01-18 09:55:00,1,0.685,1,0.305,0.5213274965819712,2350,-0.085,-0.034
2013-01-21 09:55:00,1,0.775,1,0.101,0.17213744993465996,2350,0.034,0.051
2013-01-22 09:55:00,1,0.765,1,0.456,0.7751590363239477,2350,0.135,-0.051
2013-01-23 09:55:00,1,0.785,1,0.168,0.2844614258022646,2350,0.034,0.067
2013-01-24 09:55:00,1,0.91,0,-0.234,-0.39545011485876347,2350,0.285,0.067
2013-01-25 09:55:00,1,0.88,1,0.1,0.1687029987974283,2350,0.084,0.352
2013-01-28 09:55:00,0,0.13,1,0.1,0.16844036569054352,2350,-0.267,-0.067
2013-01-29 09:55:00,1,0.75,1,0.401,0.6745008232173899,2350,0.234,-0.351
2013-01-30 09:55:00,1,0.86,0,-0.366,-0.6138752341306242,2350,0.083,0.2
2013-01-31 09:55:00,1,0.87,0,-0.284,-0.473833922334777,2350,0.251,-0.05
2013-02-01 09:55:00,0,0.16,1,0.516,0.8605313654299095,2350,-0.233,0.033
2013-02-04 09:55:00,1,0.735,0,-0.633,-1.0535661702584302,2350,0.1,-0.149
2013-02-05 09:55:00,1,0.985,1,0.216,0.3588726004302747,2350,0.25,0.318
2013-02-06 09:55:00,1,0.84,1,0.233,0.38846514476930444,2350,0.317,-0.149
2013-02-07 09:55:00,1,0.78,0,-0.066,-0.11055891757022954,2350,-0.116,0.266
2013-02-08 09:55:00,1,0.84,1,0.033,0.055516292855711864,2350,0.381,-0.133
