total_return,annualized_return,sharpe_ratio,max_drawdown,total_trades,win_rate,profit_factor,UPI_30,UPI_30_adj,UPI_30_max,UPI_30_adj_max,UPI_50,UPI_50_adj,UPI_50_max,UPI_50_adj_max
7.988180654255675e-06,5.11813996961763e-07,0.5003927720207383,-1.9139755161878824e-06,26889,0.3262300569005913,1.0474567252951674,,,,,,,,
