Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,0,2750,10.91,69,2.5,68.1,-0.31,0.77,0.43,0.43,8.61,-0.83,2.70,1.77,0.87,1.53,3.76
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,9,0.3,44.4,-0.27,0.06,-0.12,-0.12,0.15,-0.71,-0.10,1.27,-0.41,-0.08,-0.09
NQ,longonly,Ret_fwd6hr,2,2900,11.51,116,4.0,54.3,-0.51,0.52,0.05,0.05,3.59,-2.71,0.45,9.05,0.20,0.05,0.13
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,50,1.9,52.0,-0.19,0.18,0.01,0.01,0.79,-0.99,0.03,2.25,0.05,0.01,0.02
NQ,longonly,Ret_fwd6hr,17,2600,10.32,167,6.4,52.1,-0.61,0.48,-0.04,-0.04,3.34,-4.62,-0.73,10.62,-0.18,-0.07,-0.16
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,21,0.7,61.9,-0.35,0.29,0.05,0.05,1.20,-0.72,0.08,1.54,0.15,0.05,0.07
NQ,longonly,Ret_fwd6hr,23,2800,11.11,173,6.2,66.5,-0.39,0.55,0.24,0.23,6.30,-1.61,3.69,2.39,1.10,1.55,7.19
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,34,1.2,32.4,-0.25,0.23,-0.09,-0.09,0.72,-1.01,-0.29,3.49,-0.50,-0.08,-0.13
NQ,longonly,Ret_fwd6hr,19,2950,11.71,138,4.7,53.6,-0.50,0.41,-0.01,-0.01,2.52,-4.43,-0.14,8.62,-0.04,-0.02,-0.03
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,51,1.7,27.5,-0.14,0.13,-0.07,-0.07,0.51,-0.69,-0.30,3.81,-0.69,-0.08,-0.11
NQ,longonly,Ret_fwd6hr,16,3100,12.30,83,2.7,57.8,-0.43,0.34,0.01,0.01,1.29,-2.66,0.08,5.59,0.06,0.01,0.03
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,39,1.3,35.9,-0.24,0.15,-0.10,-0.10,0.59,-0.67,-0.34,4.20,-0.65,-0.08,-0.13
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,60,1.9,50.0,-0.18,0.20,0.01,0.01,0.94,-0.56,0.03,2.13,0.05,0.01,0.03
NQ,longonly,Ret_fwd6hr,21,2900,11.51,156,5.4,64.7,-0.40,0.41,0.12,0.12,3.47,-2.91,1.68,5.33,0.70,0.31,0.86
NQ,longonly,Ret_fwd6hr,12,3200,12.70,158,4.9,62.7,-0.88,0.81,0.18,0.18,11.67,-6.99,2.12,8.75,0.42,0.24,1.88
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,28,0.9,50.0,-0.64,0.80,0.10,0.08,2.17,-1.75,0.22,3.66,0.17,0.06,0.22
NQ,longonly,Ret_fwd6hr,4,3250,12.90,60,1.8,46.7,-0.58,0.61,-0.02,-0.02,3.65,-2.28,-0.13,9.15,-0.06,-0.01,-0.07
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,67,2.1,56.7,-0.31,0.33,0.06,0.06,1.11,-1.11,0.29,2.36,0.32,0.13,0.19
NQ,longonly,Ret_fwd6hr,14,3100,12.30,41,1.3,53.7,-0.61,0.40,-0.07,-0.07,1.59,-2.01,-0.23,4.71,-0.18,-0.05,-0.07
NQ,longonly,Ret_fwd6hr,6,3200,12.70,123,3.8,52.8,-0.92,0.92,0.05,0.05,4.63,-3.70,0.41,9.10,0.12,0.05,0.09
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,41,1.3,43.9,-0.63,0.61,-0.08,-0.08,1.64,-1.82,-0.28,7.65,-0.19,-0.04,-0.05
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,26,0.8,53.8,-0.36,0.25,-0.03,-0.03,0.73,-1.17,-0.07,3.08,-0.12,-0.02,-0.09
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,38,1.2,50.0,-0.68,1.01,0.16,0.16,4.38,-1.52,0.45,4.76,0.23,0.10,0.22
NQ,longonly,Ret_fwd6hr,8,3300,13.10,53,1.6,58.5,-0.80,1.30,0.43,0.43,11.28,-1.65,1.68,6.48,0.44,0.26,1.13
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,36,1.1,50.0,-0.76,0.92,0.08,0.08,3.48,-2.10,0.20,6.24,0.12,0.03,0.07
NQ,longonly,Ret_fwd6hr,10,3300,13.10,86,2.6,59.3,-1.01,0.98,0.17,0.17,10.37,-5.44,1.03,6.79,0.26,0.15,0.94
