MA1,MA2,Total_Return,Win_Loss_Ratio,Sharpe_Ratio,Trade_Count,Avg_Trade,Max_Drawdown,Status
10,100,-66.41484539728337,0.3527573730950554,-0.010439844482137766,123385,-0.5382732536149945,0.0,Success
10,200,-78.43843888494071,0.28840024517315355,-0.015401656011553529,84081,-0.9328913652899247,0.0,Success
10,300,-82.77124322235862,0.25741090990805415,-0.01792019783629595,67147,-1.2326871375096309,0.0,Success
10,400,-64.07893315909938,0.2395590510010675,-0.00971933023289292,56897,-1.1262269216145098,0.0,Success
10,500,-57.03597741910813,0.2238495260953687,-0.0077258490647889875,49971,-1.1413815496809765,0.0,Success
10,600,-37.35648986155643,0.21482300288479686,-0.0035106583856469834,45059,-0.829057232995776,0.0,Success
10,700,-23.20464137482081,0.20416509557096035,-0.001232575676282711,41516,-0.5589324928899956,0.0,Success
10,800,-26.008587249723302,0.1962205216304857,-0.0016517480045585703,38297,-0.679128580560427,0.0,Success
10,900,-30.928663010499758,0.1900497512437811,-0.0024241941148068265,35880,-0.8620028709725782,0.0,Success
10,1000,-26.623617578625204,0.18261413383364603,-0.0017480929775068954,34038,-0.7821733820619033,0.0,Success
10,1100,-14.402726592993165,0.1780717926472183,-2.2075343481285923e-05,32589,-0.44195055365280767,0.0,Success
10,1200,-14.242779504070668,0.1759123262908146,-2.38329364399444e-06,31224,-0.45614845964880657,0.0,Success
10,1300,25.306674683739573,0.1760696098480292,0.004252941656278739,29330,0.8628255943996097,0.0,Success
10,1400,45.15940786368577,0.17292411183519024,0.005904578826545761,27898,1.618732807501893,0.0,Success
10,1500,51.15168741824563,0.16851528384279477,0.006359775638285323,26759,1.9115694688981069,0.0,Success
10,1600,54.94765623823774,0.16972938379959773,0.006639597660139061,25589,2.1473154964336834,0.0,Success
10,1700,111.098998978688,0.16648515554713764,0.010116095627100913,24635,4.5098030841765375,0.0,Success
10,1800,151.82856941848067,0.16512452012993406,0.0121010197895303,23673,6.413575356671217,0.0,Success
10,1900,128.99032907950888,0.15914812204209042,0.011034745282578008,23023,5.60267250486526,0.0,Success
10,2000,174.36696101780677,0.15976734437224901,0.01307274347391407,22133,7.878143993936967,0.0,Success
10,2100,175.41495195970737,0.1576635209892613,0.01311764742096643,21345,8.218081609730946,0.0,Success
10,2200,192.4916797868199,0.15915798852815058,0.01379747639964111,20815,9.247738639770535,0.0,Success
10,2300,161.60230288259206,0.1513846153846154,0.012542424175195157,20581,7.852014133549888,0.0,Success
10,2400,161.9838766021865,0.15216154721274175,0.012561221812844303,20255,7.997229158340167,0.0,Success
10,2500,199.57466264047318,0.14959292450067357,0.014073730705626907,19627,10.168373293956043,0.0,Success
10,2600,188.7018188396861,0.15050582736792287,0.013659788954804429,19447,9.703389666256458,0.0,Success
10,2700,190.95398484296004,0.148518429294146,0.013751696379212827,19070,10.013318554953528,0.0,Success
10,2800,152.07311947220416,0.14588177701627708,0.01213770308827161,18726,8.120961202189546,0.0,Success
10,2900,124.66330089946749,0.14154056915125474,0.010840284629016542,18332,6.800310980769861,0.0,Success
10,3000,153.4423001155984,0.14168143833881996,0.012201628210465526,18034,8.508500616369012,0.0,Success
10,3100,160.2451176662189,0.13865789982595242,0.012501573590989506,17664,9.071847693966316,0.0,Success
10,3200,205.53223948816606,0.14390211464290464,0.014312053549155218,17202,11.948159486580554,0.0,Success
10,3300,202.26635163734002,0.14034729315628192,0.014192167707022764,16746,12.078487497751219,0.0,Success
10,3400,236.73018573246813,0.1445402903429413,0.01541282362818315,16320,14.50552608654811,0.0,Success
10,3500,242.73825441761318,0.1398845578279769,0.0156138330090491,15996,15.174934634760099,0.0,Success
10,3600,216.4732819194839,0.14025974025974025,0.014713815278807137,15804,13.697372938463856,0.0,Success
10,3700,200.93637207438135,0.13852301317152582,0.014148112881408402,15386,13.059688812841562,0.0,Success
10,3800,149.4837902579419,0.13408107909977274,0.012036188492137986,15470,9.66281772837385,0.0,Success
10,3900,127.55944124976111,0.13861163227016884,0.010998504265571415,15172,8.40755610662791,0.0,Success
10,4000,138.69390145066833,0.1342718740538904,0.01153883304148689,14986,9.2548980015127,0.0,Success
10,4100,133.6414672384086,0.13502272202110452,0.011297758506942633,14736,9.069046365255858,0.0,Success
10,4200,140.39052119014212,0.1352329974811083,0.011623339317703894,14422,9.73446964291639,0.0,Success
10,4300,155.86406851258215,0.13348796288890666,0.012329966970063944,14172,10.998029107577507,0.0,Success
10,4400,144.84631888721168,0.13157683991351005,0.011833714775778314,14130,10.250977982109658,0.0,Success
10,4500,135.10075426159352,0.12923223652837387,0.011375872202924303,14208,9.508780564582873,0.0,Success
10,4600,161.79554570285367,0.13147605083088953,0.012597701485417764,13890,11.648347422811696,0.0,Success
10,4700,171.7207854918936,0.13188369574273098,0.013019985806109852,13586,12.63953963579373,0.0,Success
10,4800,133.23670648421205,0.1281153621738768,0.011291778026122393,13534,9.844591878543277,0.0,Success
10,4900,133.4862612693442,0.12910541789164218,0.011304847416133183,13442,9.930535729009462,0.0,Success
10,5000,124.43274224884036,0.12699502316801098,0.010857256376019718,13134,9.474093364461973,0.0,Success
10,5100,127.88338694514528,0.1246784428056937,0.011032163484387588,13116,9.750181987278872,0.0,Success
10,5200,143.49253247631518,0.12617273125822007,0.01178774660123533,12844,11.171950519800276,0.0,Success
