Trade_ID,Entry_Index,Exit_Index,Entry_Open,Entry_High,Entry_Low,Entry_Close,Entry_HLC3_Calc,Entry_Expected,Entry_Actual,Entry_Match,Exit_Open,Exit_High,Exit_Low,Exit_Close,Exit_HLC3_Calc,Exit_Expected,Exit_Actual,Exit_Match,Size,PnL
0,100,500,6271.5,6272.25,6271.5,6272.0,6271.916666666667,6271.916666666667,6272.543858333333,False,6264.25,6265.25,6264.25,6264.75,6264.75,6264.75,6264.123525,False,0.3188817878638906,-5.484633929553671
1,1000,1400,6291.5,6293.0,6290.5,6292.25,6291.916666666667,6291.916666666667,6292.545858333334,False,6304.0,6304.25,6303.5,6304.0,6303.916666666667,6303.916666666667,6303.286275,False,0.3178681641789068,0.6132737210442554
2,2000,2400,6327.25,6329.0,6327.25,6327.5,6327.916666666667,6327.916666666667,6328.549458333334,False,6300.75,6304.75,6300.75,6301.75,6302.416666666667,6302.416666666667,6301.786425,False,0.31605978797655887,-11.257106897214873
