Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
ES,longonly,Ret_fwd6hr,0,4150,16.47,481,11.6,52.4,-0.34,0.41,0.05,0.05,7.33,-6.14,1.53,9.87,0.41,0.15,0.60
GC,longonly,Ret_fwd6hr,0,4000,15.87,378,9.4,51.1,-0.27,0.29,0.01,0.01,1.36,-2.06,0.33,6.68,0.18,0.05,0.15
ES,shortonly,Ret_fwd6hr,0,4150,16.47,436,10.5,44.3,-0.25,0.27,-0.02,-0.02,1.55,-2.03,-0.55,9.85,-0.27,-0.06,-0.10
GC,shortonly,Ret_fwd6hr,0,4000,15.87,426,10.7,49.5,-0.29,0.38,0.04,0.04,3.25,-3.11,1.08,6.73,0.41,0.16,0.40
ES,shortonly,Ret_fwd6hr,2,4200,16.67,441,10.5,45.4,-0.28,0.25,-0.04,-0.04,1.28,-2.69,-1.04,16.67,-0.49,-0.06,-0.08
ES,longonly,Ret_fwd6hr,2,4200,16.67,450,10.7,52.7,-0.37,0.41,0.04,0.04,2.95,-3.31,1.18,4.89,0.40,0.24,0.60
GC,longonly,Ret_fwd6hr,2,4050,16.07,401,9.9,51.4,-0.30,0.33,0.03,0.03,1.66,-1.30,0.67,7.79,0.34,0.09,0.25
GC,shortonly,Ret_fwd6hr,2,4050,16.07,408,10.1,50.7,-0.30,0.33,0.02,0.02,5.15,-1.80,0.51,6.98,0.23,0.07,0.16
ES,longonly,Ret_fwd6hr,17,3650,14.48,400,11.0,58.2,-0.37,0.26,0.00,-0.00,1.84,-3.20,-0.01,12.30,0.01,-0.00,-0.00
ES,shortonly,Ret_fwd6hr,17,3650,14.48,389,10.7,50.6,-0.20,0.26,0.03,0.03,4.84,-1.15,0.85,7.15,0.37,0.12,0.31
ES,longonly,Ret_fwd6hr,4,4250,16.87,445,10.5,54.2,-0.37,0.37,0.03,0.03,2.44,-2.49,0.72,8.02,0.28,0.09,0.25
ES,longonly,Ret_fwd6hr,21,4200,16.67,450,10.7,61.3,-0.25,0.28,0.08,0.08,4.03,-1.84,2.07,3.63,0.86,0.57,3.07
ES,shortonly,Ret_fwd6hr,21,4200,16.67,416,9.9,48.3,-0.14,0.15,0.00,0.00,1.53,-0.81,0.06,4.29,0.06,0.01,0.03
ES,shortonly,Ret_fwd6hr,4,4250,16.87,417,9.8,45.8,-0.35,0.39,-0.01,-0.01,2.54,-4.83,-0.30,18.64,-0.09,-0.02,-0.03
ES,longonly,Ret_fwd6hr,16,4100,16.27,473,11.5,53.3,-0.44,0.35,-0.02,-0.02,3.96,-4.45,-0.70,18.38,-0.17,-0.04,-0.08
ES,shortonly,Ret_fwd6hr,16,4100,16.27,389,9.5,52.2,-0.25,0.28,0.03,0.03,4.59,-1.62,0.70,8.12,0.32,0.09,0.19
ES,longonly,Ret_fwd6hr,23,4200,16.67,491,11.7,55.0,-0.31,0.32,0.04,0.04,5.04,-2.80,1.20,5.26,0.41,0.23,0.54
ES,shortonly,Ret_fwd6hr,23,4200,16.67,414,9.9,44.9,-0.20,0.23,-0.01,-0.01,1.74,-2.04,-0.14,6.90,-0.08,-0.02,-0.04
ES,longonly,Ret_fwd6hr,19,4200,16.67,392,9.3,54.8,-0.24,0.30,0.06,0.06,3.40,-1.87,1.40,2.53,0.66,0.55,1.52
ES,shortonly,Ret_fwd6hr,19,4200,16.67,438,10.4,45.4,-0.16,0.23,0.02,0.02,5.29,-2.41,0.47,6.60,0.24,0.07,0.17
ES,longonly,Ret_fwd6hr,12,4200,16.67,447,10.6,58.2,-0.52,0.47,0.06,0.06,3.09,-3.44,1.64,6.40,0.46,0.26,0.95
ES,longonly,Ret_fwd6hr,14,4100,16.27,445,10.9,55.1,-0.49,0.43,0.02,0.02,3.29,-8.02,0.47,18.37,0.13,0.03,0.05
ES,shortonly,Ret_fwd6hr,14,4100,16.27,421,10.3,45.1,-0.37,0.37,-0.03,-0.03,3.08,-3.87,-0.86,15.87,-0.30,-0.05,-0.12
ES,shortonly,Ret_fwd6hr,6,4250,16.87,415,9.8,48.4,-0.47,0.44,-0.03,-0.03,2.92,-4.48,-0.68,21.50,-0.20,-0.03,-0.07
ES,shortonly,Ret_fwd6hr,12,4200,16.67,445,10.6,42.7,-0.45,0.47,-0.05,-0.06,2.75,-3.45,-1.48,27.98,-0.41,-0.05,-0.11
ES,longonly,Ret_fwd6hr,8,4300,17.06,495,11.5,50.1,-0.59,0.61,0.01,0.01,5.86,-4.86,0.16,12.76,0.06,0.01,0.03
ES,longonly,Ret_fwd6hr,10,4300,17.06,438,10.2,55.3,-0.59,0.50,0.01,0.01,3.16,-2.73,0.28,9.63,0.09,0.03,0.08
ES,longonly,Ret_fwd6hr,6,4250,16.87,469,11.0,51.0,-0.52,0.49,-0.00,-0.00,2.90,-2.92,-0.09,20.83,-0.01,-0.00,-0.01
ES,shortonly,Ret_fwd6hr,10,4300,17.06,471,11.0,49.5,-0.65,0.66,-0.00,-0.00,4.42,-6.93,-0.21,16.08,-0.01,-0.01,-0.02
GC,longonly,Ret_fwd6hr,4,4150,16.47,451,10.9,53.2,-0.44,0.38,-0.00,-0.00,2.16,-2.95,-0.08,16.91,-0.01,-0.00,-0.01
ES,shortonly,Ret_fwd6hr,8,4300,17.06,475,11.0,47.6,-0.50,0.57,0.01,0.01,3.85,-2.88,0.24,20.93,0.08,0.01,0.02
NG,longonly,Ret_fwd6hr,0,2700,10.71,292,10.8,47.6,-0.80,0.73,-0.07,-0.07,4.39,-3.61,-2.05,29.40,-0.36,-0.07,-0.11
NG,shortonly,Ret_fwd6hr,0,2700,10.71,275,10.2,52.7,-0.72,0.97,0.18,0.17,6.06,-4.02,4.44,9.21,0.71,0.48,1.62
GC,longonly,Ret_fwd6hr,14,3450,13.69,351,10.2,56.1,-0.24,0.26,0.05,0.04,2.59,-2.30,1.17,3.02,0.60,0.39,1.45
GC,shortonly,Ret_fwd6hr,14,3450,13.69,366,10.6,45.9,-0.27,0.22,-0.04,-0.04,1.97,-1.79,-1.18,14.97,-0.61,-0.08,-0.13
GC,longonly,Ret_fwd6hr,10,3700,14.68,410,11.1,49.0,-0.36,0.40,0.01,0.01,2.22,-1.66,0.31,14.33,0.12,0.02,0.04
GC,shortonly,Ret_fwd6hr,10,3700,14.68,380,10.3,51.1,-0.39,0.41,0.02,0.02,2.73,-1.99,0.41,6.60,0.16,0.06,0.12
GC,longonly,Ret_fwd6hr,17,3750,14.88,376,10.0,58.8,-0.26,0.28,0.06,0.06,1.93,-2.22,1.51,4.23,0.77,0.36,0.98
GC,shortonly,Ret_fwd6hr,17,3750,14.88,390,10.4,50.3,-0.24,0.24,0.00,0.00,1.61,-2.15,0.08,6.33,0.05,0.01,0.02
NG,shortonly,Ret_fwd6hr,2,2850,11.31,331,11.6,54.7,-1.17,1.07,0.06,0.06,6.20,-7.12,1.50,14.75,0.22,0.10,0.19
NG,longonly,Ret_fwd6hr,2,2850,11.31,314,11.0,54.1,-0.88,0.94,0.12,0.11,4.57,-3.21,3.10,11.61,0.52,0.27,0.58
GC,longonly,Ret_fwd6hr,12,3700,14.68,403,10.9,53.1,-0.28,0.30,0.03,0.03,1.83,-2.39,0.71,7.10,0.32,0.10,0.28
GC,shortonly,Ret_fwd6hr,12,3700,14.68,410,11.1,48.8,-0.28,0.28,-0.01,-0.01,1.88,-1.52,-0.24,8.06,-0.10,-0.03,-0.05
GC,longonly,Ret_fwd6hr,6,4150,16.47,447,10.8,47.0,-0.49,0.43,-0.05,-0.06,2.43,-5.25,-1.54,26.32,-0.43,-0.06,-0.10
GC,shortonly,Ret_fwd6hr,6,4150,16.47,426,10.3,50.2,-0.55,0.58,0.02,0.02,4.17,-4.24,0.37,9.25,0.11,0.04,0.08
GC,longonly,Ret_fwd6hr,19,3800,15.08,405,10.7,56.3,-0.23,0.28,0.06,0.06,4.09,-2.11,1.52,3.09,0.71,0.49,1.63
GC,shortonly,Ret_fwd6hr,19,3800,15.08,391,10.3,47.3,-0.23,0.27,0.00,0.00,2.24,-1.47,0.08,5.68,0.05,0.01,0.03
NG,longonly,Ret_fwd6hr,4,3250,12.90,336,10.3,44.0,-1.36,1.27,-0.20,-0.20,9.07,-8.20,-5.46,54.80,-0.55,-0.10,-0.16
GC,longonly,Ret_fwd6hr,8,4250,16.87,500,11.8,47.6,-0.52,0.54,-0.01,-0.02,4.29,-2.89,-0.50,13.08,-0.10,-0.04,-0.07
NG,shortonly,Ret_fwd6hr,4,3250,12.90,388,11.9,49.0,-1.43,1.37,-0.06,-0.06,6.47,-9.37,-2.35,39.67,-0.18,-0.06,-0.13
GC,longonly,Ret_fwd6hr,16,3900,15.48,431,11.1,60.3,-0.21,0.26,0.07,0.07,1.70,-1.60,2.01,2.69,1.15,0.75,2.41
GC,shortonly,Ret_fwd6hr,16,3900,15.48,437,11.2,49.9,-0.30,0.24,-0.03,-0.03,1.43,-1.88,-0.92,16.29,-0.45,-0.06,-0.14
NG,shortonly,Ret_fwd6hr,6,3500,13.89,349,10.0,56.7,-1.70,1.84,0.31,0.31,11.35,-7.62,7.38,21.89,0.65,0.34,0.88
GC,shortonly,Ret_fwd6hr,4,4150,16.47,425,10.2,50.8,-0.41,0.44,0.02,0.02,3.94,-2.84,0.51,8.31,0.18,0.06,0.13
NG,longonly,Ret_fwd6hr,6,3500,13.89,344,9.8,50.6,-1.63,1.80,0.11,0.11,9.83,-5.60,2.07,40.50,0.24,0.05,0.10
GC,shortonly,Ret_fwd6hr,8,4250,16.87,450,10.6,46.4,-0.50,0.54,-0.02,-0.02,2.83,-2.57,-0.48,17.31,-0.11,-0.03,-0.06
GC,longonly,Ret_fwd6hr,21,4100,16.27,470,11.5,53.2,-0.24,0.28,0.04,0.04,4.16,-1.53,1.05,3.86,0.49,0.27,0.68
GC,longonly,Ret_fwd6hr,23,4000,15.87,387,9.7,44.2,-0.27,0.29,-0.02,-0.02,1.19,-1.54,-0.57,14.36,-0.30,-0.04,-0.07
