date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2009-01-06 13:50:00,0.0358,0,930.416687,14,ES,longonly,Ret_fwd6hr,14
2009-01-07 13:50:00,-0.0735,0,907.166687,14,ES,longonly,Ret_fwd6hr,14
2009-01-08 13:50:00,1.1615,0,896.833313,14,ES,longonly,Ret_fwd6hr,14
2009-01-09 13:50:00,-0.8888,0,890.666687,14,ES,longonly,Ret_fwd6hr,14
2009-01-12 13:50:00,-0.0191,0,872.166687,14,ES,longonly,Ret_fwd6hr,14
2009-01-13 13:50:00,1.6082,0,860.166687,14,ES,longonly,Ret_fwd6hr,14
2009-01-14 13:50:00,-0.5668,0,838.0,14,ES,longonly,Ret_fwd6hr,14
2009-01-15 13:50:00,1.7734,0,831.75,14,ES,longonly,Ret_fwd6hr,14
2009-01-16 13:50:00,2.4259,0,838.166687,14,ES,longonly,Ret_fwd6hr,14
2009-01-20 13:50:00,-1.1124,0,816.583313,14,ES,longonly,Ret_fwd6hr,14
2009-01-21 13:50:00,2.7469,0,816.083313,14,ES,longonly,Ret_fwd6hr,14
2009-01-22 13:50:00,-0.1517,0,824.25,14,ES,longonly,Ret_fwd6hr,14
2009-01-23 13:50:00,-1.7821,1,832.333313,14,ES,longonly,Ret_fwd6hr,14
2009-01-26 13:50:00,0.5107,0,832.25,14,ES,longonly,Ret_fwd6hr,14
2009-01-27 13:50:00,1.0198,0,841.666687,14,ES,longonly,Ret_fwd6hr,14
2009-01-28 13:50:00,-0.0192,0,868.916687,14,ES,longonly,Ret_fwd6hr,14
2009-01-29 13:50:00,0.0099,0,844.416687,14,ES,longonly,Ret_fwd6hr,14
2009-01-30 13:50:00,-0.3524,0,827.666687,14,ES,longonly,Ret_fwd6hr,14
2009-02-02 13:50:00,1.0417,0,816.0,14,ES,longonly,Ret_fwd6hr,14
2009-02-03 13:50:00,1.0708,0,824.916687,14,ES,longonly,Ret_fwd6hr,14
2009-02-04 13:50:00,-0.6926,0,830.25,14,ES,longonly,Ret_fwd6hr,14
2009-02-05 13:50:00,0.0,0,841.0,14,ES,longonly,Ret_fwd6hr,14
2009-02-06 13:50:00,-1.0089,1,867.25,14,ES,longonly,Ret_fwd6hr,14
2009-02-09 13:50:00,-1.4624,0,866.166687,14,ES,longonly,Ret_fwd6hr,14
2009-02-10 13:50:00,0.0201,0,829.583313,14,ES,longonly,Ret_fwd6hr,14
2009-02-11 13:50:00,0.8202,0,823.0,14,ES,longonly,Ret_fwd6hr,14
2009-02-12 13:50:00,1.9486,0,816.833313,14,ES,longonly,Ret_fwd6hr,14
2009-02-13 13:50:00,-2.2196,0,833.5,14,ES,longonly,Ret_fwd6hr,14
2009-02-17 13:50:00,-0.2107,0,791.166687,14,ES,longonly,Ret_fwd6hr,14
2009-02-18 13:50:00,-0.457,0,784.083313,14,ES,longonly,Ret_fwd6hr,14
2009-02-19 13:50:00,-1.4873,0,784.416687,14,ES,longonly,Ret_fwd6hr,14
2009-02-20 13:50:00,2.4671,0,760.0,14,ES,longonly,Ret_fwd6hr,14
2009-02-23 13:50:00,-0.4547,0,751.416687,14,ES,longonly,Ret_fwd6hr,14
