date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2013-09-04 20:50:00,-0.1632,1,3.676,75,NG,shortonly,Ret_fwd6hr,21
2013-09-05 20:50:00,0.196,0,3.572,75,NG,shortonly,Ret_fwd6hr,21
2013-09-08 20:50:00,-0.1222,0,3.547667,75,NG,shortonly,Ret_fwd6hr,21
2013-09-09 20:50:00,-0.0553,0,3.617,75,NG,shortonly,Ret_fwd6hr,21
2013-09-10 20:50:00,0.5836,1,3.598,75,NG,shortonly,Ret_fwd6hr,21
2013-09-15 20:50:00,0.2891,0,3.689667,75,NG,shortonly,Ret_fwd6hr,21
2013-09-16 20:50:00,-0.0975,1,3.759333,75,NG,shortonly,Ret_fwd6hr,21
2013-09-17 20:50:00,0.5601,0,3.749,75,NG,shortonly,Ret_fwd6hr,21
2013-09-18 20:50:00,-0.0715,0,3.731333,75,NG,shortonly,Ret_fwd6hr,21
2013-09-22 20:50:00,0.1088,0,3.674,75,NG,shortonly,Ret_fwd6hr,21
2013-09-24 20:50:00,-0.4488,0,3.565,75,NG,shortonly,Ret_fwd6hr,21
2013-09-26 20:50:00,0.1865,1,3.573667,75,NG,shortonly,Ret_fwd6hr,21
2013-09-29 20:50:00,0.094,0,3.546333,75,NG,shortonly,Ret_fwd6hr,21
2013-09-30 20:50:00,-0.3383,0,3.547,75,NG,shortonly,Ret_fwd6hr,21
2013-10-01 20:50:00,-0.1297,0,3.599334,75,NG,shortonly,Ret_fwd6hr,21
2013-10-02 20:50:00,-0.4234,0,3.543,75,NG,shortonly,Ret_fwd6hr,21
2013-10-03 20:50:00,-0.2286,0,3.5,75,NG,shortonly,Ret_fwd6hr,21
2013-10-06 20:50:00,-0.0282,0,3.539,75,NG,shortonly,Ret_fwd6hr,21
2013-10-07 20:50:00,-0.0366,0,3.641667,75,NG,shortonly,Ret_fwd6hr,21
2013-10-08 20:50:00,0.1612,0,3.722,75,NG,shortonly,Ret_fwd6hr,21
2013-10-09 20:50:00,-0.5411,0,3.696,75,NG,shortonly,Ret_fwd6hr,21
2013-10-10 20:50:00,0.0534,0,3.747,75,NG,shortonly,Ret_fwd6hr,21
2013-10-13 20:50:00,0.1824,0,3.837,75,NG,shortonly,Ret_fwd6hr,21
2013-10-14 20:50:00,-0.1215,0,3.840333,75,NG,shortonly,Ret_fwd6hr,21
2013-10-15 20:50:00,-0.9719,0,3.807,75,NG,shortonly,Ret_fwd6hr,21
2013-10-16 20:50:00,-0.1143,0,3.791667,75,NG,shortonly,Ret_fwd6hr,21
2013-10-20 20:50:00,0.446,0,3.812,75,NG,shortonly,Ret_fwd6hr,21
2013-10-21 20:50:00,-0.219,0,3.652,75,NG,shortonly,Ret_fwd6hr,21
2013-10-24 20:50:00,0.5233,0,3.631,75,NG,shortonly,Ret_fwd6hr,21
2013-10-28 20:50:00,-0.0,1,3.67,75,NG,shortonly,Ret_fwd6hr,21
2013-10-31 20:50:00,0.1404,0,3.561,75,NG,shortonly,Ret_fwd6hr,21
2013-11-03 20:50:00,-0.243,0,3.428667,75,NG,shortonly,Ret_fwd6hr,21
2013-11-04 20:50:00,0.35,0,3.429,75,NG,shortonly,Ret_fwd6hr,21
2013-11-05 20:50:00,-0.1916,1,3.479333,75,NG,shortonly,Ret_fwd6hr,21
2013-11-06 20:50:00,-0.8873,0,3.494,75,NG,shortonly,Ret_fwd6hr,21
2013-11-07 20:50:00,-0.3114,0,3.532,75,NG,shortonly,Ret_fwd6hr,21
