Metric,Value
Total Permutations,78.0
Successful,78.0
Failed,0.0
Workers Used,31.0
Average Annual Return (%),0.6724608579173728
Median Annual Return (%),0.42171837131056433
Average Sharpe Ratio,0.1590835205620943
Average Profit/DD,0.09636202139346196
