date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2009-03-19 01:50:00,-1.3061,0,784.75,3,ES,shortonly,Ret_fwd6hr,2
2009-03-20 01:50:00,-1.284,0,772.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-03-23 01:50:00,-1.4989,0,778.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-03-24 01:50:00,0.8666,0,817.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-03-25 01:50:00,0.0827,0,806.166687,3,ES,shortonly,Ret_fwd6hr,2
2009-03-26 01:50:00,-0.0611,0,818.0,3,ES,shortonly,Ret_fwd6hr,2
2009-03-27 01:50:00,0.5266,0,822.833313,3,ES,shortonly,Ret_fwd6hr,2
2009-03-30 01:50:00,0.5514,0,800.916687,3,ES,shortonly,Ret_fwd6hr,2
2009-03-31 01:50:00,-0.8709,0,784.666687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-01 01:50:00,-0.4037,1,784.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-02 01:50:00,-0.5285,0,819.916687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-03 01:50:00,-0.5097,0,833.75,3,ES,shortonly,Ret_fwd6hr,2
2009-04-06 01:50:00,0.7519,0,842.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-07 01:50:00,1.6976,0,829.583313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-08 01:50:00,-0.5701,0,803.916687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-09 01:50:00,0.5814,0,831.333313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-13 01:50:00,0.1575,0,846.583313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-14 01:50:00,-0.5117,0,846.916687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-15 01:50:00,-0.3996,0,834.166687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-16 01:50:00,-0.0394,0,845.916687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-17 01:50:00,-0.7384,0,857.666687,3,ES,shortonly,Ret_fwd6hr,2
2009-04-20 01:50:00,0.9582,0,861.0,3,ES,shortonly,Ret_fwd6hr,2
2009-04-21 01:50:00,1.0171,0,835.75,3,ES,shortonly,Ret_fwd6hr,2
2009-04-22 01:50:00,-0.1384,0,842.833313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-23 01:50:00,-0.4657,0,841.083313,3,ES,shortonly,Ret_fwd6hr,2
2009-04-24 01:50:00,-1.2352,0,843.333313,3,ES,shortonly,Ret_fwd6hr,2
