Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,589,21.4,45.7,-0.28,0.30,-0.01,-0.01,2.20,-1.69,-0.76,12.30,-0.23,-0.06,-0.10
NQ,longonly,Ret_fwd6hr,0,2750,10.91,554,20.1,56.7,-0.32,0.41,0.09,0.09,8.61,-1.57,4.82,4.09,1.02,1.18,3.68
NQ,longonly,Ret_fwd6hr,23,2800,11.11,576,20.6,55.4,-0.32,0.41,0.08,0.08,6.30,-2.73,4.24,5.23,0.94,0.81,3.45
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,582,20.8,46.6,-0.27,0.30,-0.01,-0.01,1.87,-3.19,-0.42,8.56,-0.12,-0.05,-0.08
NQ,longonly,Ret_fwd6hr,2,2900,11.51,570,19.7,53.2,-0.39,0.42,0.04,0.04,3.59,-2.71,1.96,7.90,0.47,0.25,0.78
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,564,19.4,50.0,-0.26,0.27,0.00,0.00,1.54,-1.82,0.12,5.55,0.06,0.02,0.04
NQ,longonly,Ret_fwd6hr,17,2600,10.32,530,20.4,54.3,-0.40,0.34,0.00,0.00,3.34,-4.62,-0.02,13.01,0.02,-0.00,-0.00
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,542,20.8,50.0,-0.27,0.31,0.02,0.02,5.08,-3.54,1.18,7.39,0.34,0.16,0.39
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,656,20.5,48.2,-0.54,0.62,0.02,0.02,3.11,-2.93,0.87,10.09,0.18,0.09,0.23
NQ,longonly,Ret_fwd6hr,6,3200,12.70,656,20.5,54.0,-0.62,0.62,0.05,0.05,5.01,-4.62,2.56,14.90,0.42,0.17,0.45
NQ,longonly,Ret_fwd6hr,21,2900,11.51,623,21.5,61.2,-0.29,0.30,0.07,0.07,3.51,-3.90,3.86,7.16,1.02,0.54,5.07
NQ,longonly,Ret_fwd6hr,19,2950,11.71,623,21.1,55.5,-0.29,0.29,0.03,0.03,2.83,-3.94,1.68,5.84,0.49,0.29,0.78
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,621,21.4,44.9,-0.21,0.22,-0.02,-0.02,3.89,-2.00,-0.92,11.38,-0.36,-0.08,-0.18
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,598,20.3,46.8,-0.22,0.32,0.03,0.03,5.36,-2.53,1.57,5.18,0.42,0.30,0.85
NQ,longonly,Ret_fwd6hr,12,3200,12.70,686,21.4,58.2,-0.62,0.56,0.07,0.07,11.67,-6.99,3.57,11.43,0.53,0.31,1.11
NQ,longonly,Ret_fwd6hr,16,3100,12.30,614,19.8,56.8,-0.38,0.31,0.01,0.01,2.49,-4.36,0.59,17.38,0.17,0.03,0.09
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,665,21.5,46.8,-0.29,0.32,-0.00,-0.00,4.54,-2.35,-0.22,15.99,-0.05,-0.01,-0.03
NQ,longonly,Ret_fwd6hr,14,3100,12.30,621,20.0,53.9,-0.49,0.50,0.04,0.04,3.31,-5.90,2.01,9.68,0.39,0.21,0.53
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,651,21.0,47.3,-0.41,0.48,0.01,0.01,5.99,-4.80,0.52,11.93,0.13,0.04,0.08
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,656,20.2,47.6,-0.43,0.43,-0.02,-0.02,2.37,-3.60,-0.91,22.62,-0.19,-0.04,-0.08
NQ,longonly,Ret_fwd6hr,10,3300,13.10,626,19.0,58.3,-0.70,0.65,0.09,0.09,10.37,-5.44,4.14,9.43,0.61,0.44,1.86
NQ,longonly,Ret_fwd6hr,4,3250,12.90,662,20.4,50.8,-0.50,0.48,-0.00,-0.00,3.95,-4.43,-0.25,19.61,-0.02,-0.01,-0.03
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,677,20.5,47.0,-0.66,0.81,0.03,0.03,5.13,-6.64,1.27,19.21,0.20,0.07,0.15
NQ,longonly,Ret_fwd6hr,8,3300,13.10,702,21.3,55.4,-0.69,0.70,0.08,0.08,11.28,-4.01,4.31,11.25,0.59,0.38,1.14
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,672,20.4,46.7,-0.55,0.68,0.03,0.03,4.38,-2.92,1.16,16.04,0.22,0.07,0.18
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,652,20.4,44.2,-0.41,0.52,0.00,0.00,3.75,-2.18,0.08,22.28,0.04,0.00,0.01
