Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
GC,longonly,Ret_fwd6hr,14,2450,9.72,273,11.1,54.9,-0.22,0.28,0.06,0.05,2.50,-0.96,1.60,2.03,0.79,0.79,2.12
NQ,longonly,Ret_fwd6hr,0,2750,10.91,279,10.1,59.5,-0.34,0.41,0.11,0.11,8.61,-2.59,2.66,3.93,0.72,0.68,1.88
GC,shortonly,Ret_fwd6hr,2,3050,12.10,275,9.0,54.5,-0.25,0.31,0.06,0.06,1.70,-1.13,1.37,2.28,0.76,0.60,1.66
GC,longonly,Ret_fwd6hr,19,2800,11.11,297,10.6,54.9,-0.21,0.25,0.04,0.04,1.97,-1.27,1.19,2.10,0.73,0.57,1.56
NQ,longonly,Ret_fwd6hr,19,2950,11.71,287,9.7,56.1,-0.23,0.28,0.06,0.06,1.68,-2.45,1.42,3.13,0.77,0.45,1.44
NQ,longonly,Ret_fwd6hr,2,2900,11.51,318,11.0,59.1,-0.40,0.40,0.08,0.07,3.38,-2.83,2.09,4.99,0.70,0.42,1.34
GC,longonly,Ret_fwd6hr,16,2900,11.51,301,10.4,57.8,-0.23,0.24,0.04,0.04,1.26,-1.74,1.13,5.66,0.63,0.20,1.21
NQ,longonly,Ret_fwd6hr,10,3300,13.10,355,10.8,57.7,-0.67,0.65,0.10,0.10,2.98,-5.44,2.52,6.98,0.54,0.36,1.00
NQ,longonly,Ret_fwd6hr,8,3300,13.10,351,10.6,56.4,-0.71,0.74,0.11,0.11,11.28,-3.20,2.70,11.82,0.47,0.23,0.70
NQ,longonly,Ret_fwd6hr,21,2900,11.51,316,10.9,57.9,-0.30,0.30,0.05,0.04,3.51,-3.05,1.21,4.84,0.44,0.25,0.67
NQ,longonly,Ret_fwd6hr,23,2800,11.11,296,10.6,56.1,-0.38,0.39,0.05,0.05,6.30,-2.57,1.37,5.48,0.43,0.25,0.65
GC,longonly,Ret_fwd6hr,17,2750,10.91,307,11.2,57.0,-0.28,0.26,0.03,0.03,1.36,-2.29,0.86,5.04,0.43,0.17,0.62
NQ,longonly,Ret_fwd6hr,14,3100,12.30,328,10.6,53.0,-0.45,0.48,0.04,0.04,3.31,-3.12,1.14,6.63,0.33,0.17,0.51
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,299,10.9,49.5,-0.26,0.31,0.03,0.03,1.93,-1.85,0.69,4.73,0.31,0.15,0.35
GC,shortonly,Ret_fwd6hr,10,2700,10.71,259,9.6,53.3,-0.37,0.40,0.04,0.04,2.27,-2.49,0.86,6.11,0.34,0.14,0.33
GC,longonly,Ret_fwd6hr,21,3100,12.30,296,9.5,47.6,-0.20,0.28,0.03,0.03,1.69,-1.24,0.65,5.26,0.42,0.12,0.27
GC,longonly,Ret_fwd6hr,12,2700,10.71,289,10.7,47.8,-0.21,0.25,0.01,0.01,1.54,-1.22,0.24,3.83,0.15,0.06,0.19
GC,longonly,Ret_fwd6hr,2,3050,12.10,316,10.4,50.6,-0.30,0.34,0.03,0.03,2.26,-1.02,0.65,7.07,0.31,0.09,0.18
GC,longonly,Ret_fwd6hr,8,3250,12.90,324,10.0,50.3,-0.47,0.51,0.03,0.02,3.66,-2.89,0.58,8.08,0.19,0.07,0.18
NQ,longonly,Ret_fwd6hr,17,2600,10.32,237,9.1,54.9,-0.36,0.35,0.03,0.03,2.49,-3.55,0.65,9.86,0.24,0.07,0.18
GC,longonly,Ret_fwd6hr,4,3150,12.50,328,10.4,50.9,-0.34,0.38,0.03,0.03,2.16,-1.79,0.68,7.54,0.28,0.09,0.17
NQ,longonly,Ret_fwd6hr,12,3200,12.70,323,10.1,57.3,-0.68,0.58,0.05,0.04,4.19,-3.25,1.06,14.34,0.26,0.07,0.17
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,357,11.2,49.3,-0.41,0.48,0.03,0.03,2.42,-2.58,0.81,11.82,0.25,0.07,0.15
GC,longonly,Ret_fwd6hr,10,2700,10.71,283,10.5,51.2,-0.36,0.38,0.02,0.02,1.98,-2.05,0.55,7.41,0.22,0.07,0.14
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,325,10.2,49.5,-0.49,0.55,0.03,0.03,2.36,-1.97,0.60,10.37,0.19,0.06,0.14
GC,shortonly,Ret_fwd6hr,8,3250,12.90,337,10.4,51.0,-0.51,0.54,0.03,0.03,3.75,-4.29,0.66,15.03,0.19,0.04,0.09
NQ,longonly,Ret_fwd6hr,16,3100,12.30,308,9.9,55.5,-0.35,0.30,0.01,0.01,1.69,-5.19,0.28,7.12,0.12,0.04,0.09
GC,shortonly,Ret_fwd6hr,21,3100,12.30,338,10.9,47.0,-0.24,0.28,0.01,0.01,1.55,-1.16,0.24,5.86,0.14,0.04,0.07
GC,shortonly,Ret_fwd6hr,6,3150,12.50,348,11.0,52.9,-0.52,0.48,0.01,0.01,2.03,-2.41,0.29,11.63,0.10,0.02,0.05
GC,shortonly,Ret_fwd6hr,23,3000,11.90,312,10.4,51.3,-0.27,0.26,0.00,0.00,1.93,-1.40,0.04,5.90,0.03,0.01,0.01
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,343,11.1,46.6,-0.32,0.37,0.00,0.00,4.54,-1.48,-0.00,13.05,0.01,-0.00,-0.00
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,341,10.3,49.9,-0.65,0.66,0.00,0.00,3.55,-2.78,-0.08,17.55,0.01,-0.00,-0.01
GC,longonly,Ret_fwd6hr,23,3000,11.90,331,11.0,52.6,-0.30,0.27,-0.00,-0.00,1.52,-1.38,-0.06,5.15,-0.02,-0.01,-0.02
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,333,10.2,46.8,-0.38,0.43,-0.00,-0.00,3.85,-1.77,-0.08,8.52,-0.01,-0.01,-0.02
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,305,10.9,48.5,-0.23,0.23,-0.00,-0.00,1.73,-1.56,-0.09,8.26,-0.05,-0.01,-0.02
GC,shortonly,Ret_fwd6hr,19,2800,11.11,277,9.9,53.1,-0.26,0.22,-0.00,-0.00,0.84,-1.45,-0.06,5.69,-0.03,-0.01,-0.03
GC,shortonly,Ret_fwd6hr,17,2750,10.91,259,9.4,52.9,-0.28,0.24,-0.00,-0.00,1.68,-1.52,-0.13,7.54,-0.06,-0.02,-0.04
NQ,longonly,Ret_fwd6hr,6,3200,12.70,358,11.2,52.5,-0.64,0.56,-0.01,-0.01,2.57,-4.60,-0.32,15.67,-0.05,-0.02,-0.04
GC,shortonly,Ret_fwd6hr,4,3150,12.50,345,11.0,48.7,-0.42,0.42,-0.01,-0.01,2.09,-2.73,-0.44,14.06,-0.13,-0.03,-0.07
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,260,9.0,41.2,-0.23,0.30,-0.01,-0.01,3.90,-1.49,-0.31,7.93,-0.14,-0.04,-0.07
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,349,11.3,46.4,-0.45,0.49,-0.02,-0.02,2.97,-3.83,-0.51,13.28,-0.12,-0.04,-0.09
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,343,10.4,44.6,-0.65,0.72,-0.04,-0.04,4.16,-6.64,-1.12,28.37,-0.18,-0.04,-0.09
GC,longonly,Ret_fwd6hr,0,3000,11.90,322,10.7,48.8,-0.30,0.29,-0.01,-0.01,1.04,-1.95,-0.25,5.65,-0.12,-0.04,-0.10
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,232,8.9,44.4,-0.25,0.26,-0.02,-0.02,1.51,-1.58,-0.51,9.87,-0.29,-0.05,-0.10
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,299,10.3,45.5,-0.31,0.31,-0.03,-0.03,2.88,-1.82,-0.68,9.53,-0.28,-0.07,-0.12
NQ,longonly,Ret_fwd6hr,4,3250,12.90,359,11.0,47.1,-0.49,0.42,-0.06,-0.06,1.59,-2.58,-1.72,26.39,-0.52,-0.07,-0.13
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,305,10.3,40.7,-0.26,0.28,-0.04,-0.04,5.33,-2.52,-1.04,13.22,-0.38,-0.08,-0.13
GC,shortonly,Ret_fwd6hr,16,2900,11.51,315,10.9,52.4,-0.25,0.20,-0.01,-0.01,0.87,-1.25,-0.34,7.05,-0.21,-0.05,-0.14
GC,shortonly,Ret_fwd6hr,14,2450,9.72,239,9.8,50.6,-0.29,0.21,-0.04,-0.04,1.10,-2.48,-0.91,12.03,-0.45,-0.08,-0.14
GC,longonly,Ret_fwd6hr,6,3150,12.50,349,11.1,43.6,-0.45,0.49,-0.04,-0.04,3.62,-2.48,-1.24,15.49,-0.34,-0.08,-0.14
GC,shortonly,Ret_fwd6hr,0,3000,11.90,338,11.3,47.9,-0.27,0.26,-0.02,-0.02,1.69,-1.48,-0.47,6.43,-0.23,-0.07,-0.15
GC,shortonly,Ret_fwd6hr,12,2700,10.71,289,10.7,49.8,-0.31,0.24,-0.03,-0.04,1.19,-2.77,-0.96,12.21,-0.44,-0.08,-0.24
