date,Return,TradeFlag,_perm_id,_ticker,_direction,_target,_hour
2013-10-25 15:50:00,-0.0074,0,16,GC,longonly,Ret_fwd6hr,16
2013-10-28 15:50:00,0.3006,0,16,GC,longonly,Ret_fwd6hr,16
2013-10-29 15:50:00,-0.2603,0,16,GC,longonly,Ret_fwd6hr,16
2013-10-30 15:50:00,-0.2731,0,16,GC,longonly,Ret_fwd6hr,16
2013-10-31 15:50:00,-0.0176,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-01 15:50:00,-0.1926,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-04 15:50:00,0.1776,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-05 15:50:00,0.1628,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-06 15:50:00,-0.0936,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-07 15:50:00,0.153,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-08 15:50:00,-0.0285,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-11 15:50:00,-0.4001,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-12 15:50:00,0.1235,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-13 15:50:00,0.9377,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-14 15:50:00,0.057,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-15 15:50:00,-0.0207,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-18 15:50:00,-0.0105,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-19 15:50:00,0.0969,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-20 15:50:00,0.2599,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-21 15:50:00,0.0242,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-22 15:50:00,-0.1636,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-25 15:50:00,0.259,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-26 15:50:00,0.2093,0,16,GC,longonly,Ret_fwd6hr,16
2013-11-27 15:50:00,0.105,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-02 15:50:00,0.1094,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-03 15:50:00,-0.0709,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-04 15:50:00,-0.4022,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-05 15:50:00,0.0082,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-06 15:50:00,0.1765,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-09 15:50:00,0.0537,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-10 15:50:00,-0.4515,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-11 15:50:00,0.0452,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-12 15:50:00,0.1305,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-13 15:50:00,-0.1913,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-16 15:50:00,0.0968,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-17 15:50:00,0.2141,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-18 15:50:00,0.0821,1,16,GC,longonly,Ret_fwd6hr,16
2013-12-19 15:50:00,0.5157,1,16,GC,longonly,Ret_fwd6hr,16
2013-12-20 15:50:00,-0.0555,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-23 15:50:00,0.0584,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-26 15:50:00,0.0882,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-27 15:50:00,-0.3241,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-30 15:50:00,0.1366,0,16,GC,longonly,Ret_fwd6hr,16
2013-12-31 15:50:00,1.6651,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-02 15:50:00,0.5696,1,16,GC,longonly,Ret_fwd6hr,16
2014-01-03 15:50:00,0.4017,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-06 15:50:00,0.1966,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-07 15:50:00,-0.3519,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-08 15:50:00,0.1906,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-09 15:50:00,0.4807,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-10 15:50:00,0.2353,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-13 15:50:00,-0.2206,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-14 15:50:00,-0.1824,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-15 15:50:00,-0.0269,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-16 15:50:00,0.0564,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-17 15:50:00,0.1569,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-21 15:50:00,0.1504,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-22 15:50:00,-0.1214,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-23 15:50:00,-0.1373,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-24 15:50:00,0.4022,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-27 15:50:00,0.1886,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-28 15:50:00,-0.0213,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-29 15:50:00,-0.5357,0,16,GC,longonly,Ret_fwd6hr,16
2014-01-30 15:50:00,0.0241,1,16,GC,longonly,Ret_fwd6hr,16
2014-01-31 15:50:00,-0.0241,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-03 15:50:00,-0.0901,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-04 15:50:00,-0.0664,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-05 15:50:00,-0.1272,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-06 15:50:00,0.3288,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-07 15:50:00,0.2105,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-10 15:50:00,0.7819,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-11 15:50:00,-0.3488,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-12 15:50:00,0.0077,1,16,GC,longonly,Ret_fwd6hr,16
2014-02-13 15:50:00,0.2074,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-14 15:50:00,0.546,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-18 15:50:00,-0.2925,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-19 15:50:00,-0.0102,1,16,GC,longonly,Ret_fwd6hr,16
2014-02-20 15:50:00,-0.5213,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-21 15:50:00,-0.2216,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-24 15:50:00,-0.2716,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-25 15:50:00,0.0597,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-26 15:50:00,-0.1179,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-27 15:50:00,0.0251,0,16,GC,longonly,Ret_fwd6hr,16
2014-02-28 15:50:00,1.3109,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-03 15:50:00,-0.1652,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-04 15:50:00,0.2148,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-05 15:50:00,-0.0299,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-06 15:50:00,-0.0592,1,16,GC,longonly,Ret_fwd6hr,16
2014-03-07 15:50:00,-0.4479,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-10 15:50:00,0.0224,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-11 15:50:00,0.7471,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-12 15:50:00,0.3949,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-13 15:50:00,0.0777,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-14 15:50:00,0.0048,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-17 15:50:00,-0.3464,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-18 15:50:00,0.2164,1,16,GC,longonly,Ret_fwd6hr,16
2014-03-19 15:50:00,0.1831,1,16,GC,longonly,Ret_fwd6hr,16
2014-03-20 15:50:00,0.467,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-21 15:50:00,-0.5297,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-24 15:50:00,0.173,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-25 15:50:00,0.0432,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-26 15:50:00,0.3175,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-27 15:50:00,0.0773,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-28 15:50:00,0.2577,0,16,GC,longonly,Ret_fwd6hr,16
2014-03-31 15:50:00,-0.0441,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-01 15:50:00,0.1952,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-02 15:50:00,0.1292,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-03 15:50:00,-0.0881,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-04 15:50:00,-0.0077,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-07 15:50:00,0.2468,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-08 15:50:00,0.3082,1,16,GC,longonly,Ret_fwd6hr,16
2014-04-09 15:50:00,0.3406,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-10 15:50:00,0.1137,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-11 15:50:00,0.7638,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-14 15:50:00,-0.3266,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-15 15:50:00,-0.3172,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-16 15:50:00,-0.1356,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-17 15:50:00,-0.6694,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-21 15:50:00,-0.2558,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-22 15:50:00,-0.0415,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-23 15:50:00,0.1297,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-24 15:50:00,-0.067,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-25 15:50:00,0.2176,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-28 15:50:00,-0.0874,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-29 15:50:00,-0.126,0,16,GC,longonly,Ret_fwd6hr,16
2014-04-30 15:50:00,-0.1549,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-01 15:50:00,-0.1375,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-02 15:50:00,0.6701,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-05 15:50:00,-0.117,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-06 15:50:00,0.3314,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-07 15:50:00,0.0646,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-08 15:50:00,0.0724,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-09 15:50:00,-0.1862,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-12 15:50:00,-0.1028,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-13 15:50:00,-0.0206,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-14 15:50:00,-0.1199,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-15 15:50:00,0.054,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-16 15:50:00,0.1443,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-19 15:50:00,0.0722,1,16,GC,longonly,Ret_fwd6hr,16
2014-05-20 15:50:00,-0.036,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-21 15:50:00,0.0207,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-22 15:50:00,0.0052,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-23 15:50:00,0.0722,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-27 15:50:00,-0.079,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-28 15:50:00,-0.0874,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-29 15:50:00,0.1539,0,16,GC,longonly,Ret_fwd6hr,16
2014-05-30 15:50:00,-0.1865,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-02 15:50:00,0.0831,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-03 15:50:00,-0.0749,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-04 15:50:00,0.0134,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-05 15:50:00,0.0771,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-06 15:50:00,-0.008,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-09 15:50:00,0.0585,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-10 15:50:00,0.0634,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-11 15:50:00,-0.0264,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-12 15:50:00,-0.055,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-13 15:50:00,0.3602,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-16 15:50:00,0.0262,1,16,GC,longonly,Ret_fwd6hr,16
2014-06-17 15:50:00,-0.021,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-18 15:50:00,0.1517,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-19 15:50:00,-0.4981,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-20 15:50:00,-0.2002,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-23 15:50:00,-0.0708,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-24 15:50:00,-0.3486,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-25 15:50:00,-0.1818,1,16,GC,longonly,Ret_fwd6hr,16
2014-06-26 15:50:00,0.0456,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-27 15:50:00,-0.0734,0,16,GC,longonly,Ret_fwd6hr,16
2014-06-30 15:50:00,-0.0627,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-01 15:50:00,-0.113,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-02 15:50:00,-0.1733,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-03 15:50:00,-0.0101,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-07 15:50:00,-0.0682,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-08 15:50:00,0.1439,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-09 15:50:00,0.1129,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-10 15:50:00,0.1621,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-11 15:50:00,-0.1618,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-14 15:50:00,0.0637,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-15 15:50:00,0.1982,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-16 15:50:00,0.2875,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-17 15:50:00,-0.3231,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-18 15:50:00,0.0458,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-21 15:50:00,-0.0381,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-22 15:50:00,0.1046,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-23 15:50:00,-0.5566,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-24 15:50:00,0.0361,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-25 15:50:00,-0.3595,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-28 15:50:00,-0.0153,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-29 15:50:00,-0.1179,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-30 15:50:00,-0.1823,0,16,GC,longonly,Ret_fwd6hr,16
2014-07-31 15:50:00,0.0389,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-01 15:50:00,-0.0541,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-04 15:50:00,0.0284,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-05 15:50:00,0.1759,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-06 15:50:00,0.0459,1,16,GC,longonly,Ret_fwd6hr,16
2014-08-07 15:50:00,0.3097,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-08 15:50:00,-0.4317,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-11 15:50:00,-0.1781,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-12 15:50:00,-0.0788,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-13 15:50:00,0.0076,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-14 15:50:00,-0.0533,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-15 15:50:00,-0.3625,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-18 15:50:00,0.041,0,16,GC,longonly,Ret_fwd6hr,16
2014-08-19 15:50:00,0.0103,0,16,GC,longonly,Ret_fwd6hr,16
