Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,longonly,Ret_fwd6hr,2,2900,11.51,547,18.9,52.5,-0.39,0.42,0.04,0.03,3.59,-2.71,1.65,11.27,0.41,0.15,0.45
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,601,20.7,52.7,-0.23,0.26,0.03,0.03,1.48,-1.62,1.34,3.76,0.54,0.36,0.87
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,570,20.7,46.5,-0.27,0.29,-0.01,-0.01,2.20,-1.65,-0.35,9.12,-0.10,-0.04,-0.07
NQ,longonly,Ret_fwd6hr,0,2750,10.91,570,20.7,54.6,-0.35,0.40,0.06,0.06,8.61,-2.59,2.98,8.21,0.63,0.36,1.04
NQ,longonly,Ret_fwd6hr,23,2800,11.11,567,20.2,56.1,-0.32,0.40,0.08,0.08,6.30,-2.73,4.23,5.23,0.96,0.81,3.50
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,567,20.2,45.9,-0.27,0.31,0.00,-0.00,1.87,-3.19,0.03,10.63,0.02,0.00,0.00
NQ,longonly,Ret_fwd6hr,17,2600,10.32,511,19.7,55.6,-0.41,0.36,0.02,0.02,3.34,-4.62,0.87,11.60,0.22,0.07,0.23
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,539,20.7,48.4,-0.26,0.28,0.00,0.00,3.89,-3.54,0.19,6.76,0.08,0.03,0.06
NQ,longonly,Ret_fwd6hr,14,3100,12.30,640,20.6,54.8,-0.53,0.51,0.04,0.04,3.31,-5.90,1.85,10.82,0.34,0.17,0.53
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,623,20.1,46.1,-0.43,0.46,-0.02,-0.02,4.30,-4.80,-0.99,20.08,-0.17,-0.05,-0.11
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,636,19.9,48.0,-0.54,0.57,-0.01,-0.01,2.94,-2.93,-0.52,14.73,-0.07,-0.04,-0.07
NQ,longonly,Ret_fwd6hr,6,3200,12.70,611,19.1,55.2,-0.64,0.62,0.05,0.05,4.63,-4.60,2.43,12.93,0.42,0.19,0.64
NQ,longonly,Ret_fwd6hr,19,2950,11.71,614,20.8,55.9,-0.28,0.29,0.04,0.04,2.83,-3.94,2.14,8.21,0.64,0.26,0.70
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,625,21.2,45.1,-0.20,0.32,0.03,0.03,5.36,-2.53,1.67,8.60,0.45,0.19,0.63
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,636,20.5,45.8,-0.30,0.33,-0.01,-0.01,4.54,-3.58,-0.51,19.04,-0.12,-0.03,-0.06
NQ,longonly,Ret_fwd6hr,21,2900,11.51,607,20.9,60.3,-0.27,0.29,0.07,0.07,3.51,-2.91,3.67,3.82,1.06,0.96,4.97
NQ,longonly,Ret_fwd6hr,4,3250,12.90,687,21.1,51.1,-0.48,0.50,0.02,0.02,3.98,-4.43,1.05,17.56,0.23,0.06,0.17
NQ,longonly,Ret_fwd6hr,16,3100,12.30,616,19.9,57.8,-0.36,0.33,0.04,0.04,2.49,-4.36,1.76,15.87,0.45,0.11,0.31
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,619,21.3,47.8,-0.21,0.20,-0.01,-0.01,3.89,-2.00,-0.67,11.99,-0.26,-0.06,-0.12
NQ,longonly,Ret_fwd6hr,12,3200,12.70,672,21.0,57.6,-0.62,0.56,0.06,0.06,11.67,-6.99,2.99,13.90,0.45,0.21,0.93
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,651,20.0,47.9,-0.41,0.46,0.01,0.01,2.37,-3.60,0.36,13.49,0.11,0.03,0.06
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,692,21.6,45.5,-0.43,0.58,0.03,0.03,9.36,-2.79,1.55,12.78,0.29,0.12,0.29
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,667,20.2,45.7,-0.69,0.83,0.01,0.01,5.13,-6.64,0.14,27.49,0.06,0.01,0.01
NQ,longonly,Ret_fwd6hr,10,3300,13.10,647,19.6,59.5,-0.72,0.63,0.08,0.08,10.37,-5.44,3.92,12.50,0.58,0.31,1.35
NQ,longonly,Ret_fwd6hr,8,3300,13.10,703,21.3,53.3,-0.71,0.73,0.06,0.06,11.28,-3.63,2.97,17.72,0.41,0.17,0.48
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,673,20.4,49.2,-0.54,0.66,0.05,0.05,4.38,-2.77,2.59,21.25,0.46,0.12,0.36
