date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2013-06-17 20:50:00,-0.4143,0,1383.833374,48,GC,longonly,Ret_fwd6hr,21
2013-06-18 20:50:00,-0.0097,0,1368.333374,48,GC,longonly,Ret_fwd6hr,21
2013-06-19 20:50:00,-0.8885,1,1343.033325,48,GC,longonly,Ret_fwd6hr,21
2013-06-20 20:50:00,2.1918,0,1272.900024,48,GC,longonly,Ret_fwd6hr,21
2013-06-23 20:50:00,-1.441,0,1297.700073,48,GC,longonly,Ret_fwd6hr,21
2013-06-24 20:50:00,-0.1065,0,1282.866699,48,GC,longonly,Ret_fwd6hr,21
2013-06-25 20:50:00,-1.9795,0,1274.733398,48,GC,longonly,Ret_fwd6hr,21
2013-06-26 20:50:00,0.4183,0,1235.233398,48,GC,longonly,Ret_fwd6hr,21
2013-06-27 20:50:00,1.6896,0,1183.699951,48,GC,longonly,Ret_fwd6hr,21
2013-06-30 20:50:00,1.2029,0,1230.400024,48,GC,longonly,Ret_fwd6hr,21
2013-07-01 20:50:00,0.191,0,1256.299927,48,GC,longonly,Ret_fwd6hr,21
2013-07-02 20:50:00,0.2065,0,1243.133423,48,GC,longonly,Ret_fwd6hr,21
2013-07-03 20:50:00,-0.1806,0,1254.866699,48,GC,longonly,Ret_fwd6hr,21
2013-07-04 20:50:00,-0.2888,0,1246.499878,48,GC,longonly,Ret_fwd6hr,21
2013-07-07 20:50:00,-0.4497,0,1223.0,48,GC,longonly,Ret_fwd6hr,21
2013-07-08 20:50:00,1.4135,0,1238.099976,48,GC,longonly,Ret_fwd6hr,21
2013-07-09 20:50:00,0.0267,0,1245.966675,48,GC,longonly,Ret_fwd6hr,21
2013-07-10 20:50:00,0.4689,0,1279.599976,48,GC,longonly,Ret_fwd6hr,21
2013-07-11 20:50:00,-0.8503,0,1285.833252,48,GC,longonly,Ret_fwd6hr,21
2013-07-14 20:50:00,-0.3775,1,1289.266724,48,GC,longonly,Ret_fwd6hr,21
2013-07-15 20:50:00,-0.1533,0,1282.56665,48,GC,longonly,Ret_fwd6hr,21
2013-07-16 20:50:00,-0.338,1,1291.866699,48,GC,longonly,Ret_fwd6hr,21
2013-07-17 20:50:00,-0.0287,0,1276.866699,48,GC,longonly,Ret_fwd6hr,21
2013-07-18 20:50:00,0.4652,0,1282.733398,48,GC,longonly,Ret_fwd6hr,21
2013-07-21 20:50:00,0.3023,0,1312.133301,48,GC,longonly,Ret_fwd6hr,21
2013-07-22 20:50:00,-0.175,0,1333.033325,48,GC,longonly,Ret_fwd6hr,21
2013-07-23 20:50:00,-0.2529,0,1344.5,48,GC,longonly,Ret_fwd6hr,21
2013-07-24 20:50:00,0.0253,0,1319.366577,48,GC,longonly,Ret_fwd6hr,21
2013-07-25 20:50:00,-0.01,0,1333.833374,48,GC,longonly,Ret_fwd6hr,21
2013-07-28 20:50:00,-0.3112,0,1328.133301,48,GC,longonly,Ret_fwd6hr,21
2013-07-29 20:50:00,-0.246,0,1327.766602,48,GC,longonly,Ret_fwd6hr,21
2013-07-30 20:50:00,0.576,0,1325.266724,48,GC,longonly,Ret_fwd6hr,21
2013-07-31 20:50:00,-0.6276,0,1327.833252,48,GC,longonly,Ret_fwd6hr,21
2013-08-01 20:50:00,-1.462,0,1306.400024,48,GC,longonly,Ret_fwd6hr,21
