Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
ES,longonly,Ret_fwd6hr,0,3150,12.50,212,6.7,58.5,-0.35,0.52,0.16,0.16,7.33,-6.14,2.71,9.87,0.67,0.27,2.80
ES,longonly,Ret_fwd6hr,2,3200,12.70,195,6.1,52.3,-0.37,0.39,0.03,0.03,2.76,-3.31,0.48,6.16,0.21,0.08,0.19
ES,shortonly,Ret_fwd6hr,0,3150,12.50,247,7.8,44.9,-0.21,0.25,-0.00,-0.00,1.58,-1.36,-0.06,4.91,-0.03,-0.01,-0.02
ES,longonly,Ret_fwd6hr,4,3250,12.90,275,8.5,52.7,-0.40,0.37,0.01,0.00,4.83,-5.39,0.09,16.22,0.04,0.01,0.03
ES,shortonly,Ret_fwd6hr,2,3200,12.70,214,6.7,43.0,-0.23,0.28,-0.01,-0.01,1.22,-1.44,-0.13,5.04,-0.08,-0.02,-0.06
ES,longonly,Ret_fwd6hr,6,3250,12.90,288,8.9,51.7,-0.48,0.44,-0.01,-0.01,2.90,-2.49,-0.18,12.65,-0.04,-0.01,-0.03
ES,shortonly,Ret_fwd6hr,6,3250,12.90,272,8.4,46.0,-0.46,0.59,0.02,0.02,4.35,-3.98,0.38,10.48,0.12,0.04,0.08
ES,shortonly,Ret_fwd6hr,4,3250,12.90,252,7.8,41.7,-0.26,0.32,-0.02,-0.02,1.35,-1.58,-0.42,8.35,-0.22,-0.05,-0.08
ES,shortonly,Ret_fwd6hr,17,2650,10.52,194,7.3,43.3,-0.19,0.27,0.01,0.01,5.02,-1.48,0.17,7.27,0.10,0.02,0.04
ES,longonly,Ret_fwd6hr,17,2650,10.52,153,5.8,52.9,-0.46,0.31,-0.05,-0.05,3.06,-4.53,-0.83,14.55,-0.29,-0.06,-0.09
GC,shortonly,Ret_fwd6hr,0,3000,11.90,167,5.6,43.1,-0.25,0.24,-0.04,-0.04,0.83,-1.45,-0.54,6.96,-0.44,-0.08,-0.13
GC,longonly,Ret_fwd6hr,0,3000,11.90,263,8.8,44.5,-0.28,0.28,-0.03,-0.03,1.47,-1.62,-0.69,8.91,-0.38,-0.08,-0.12
ES,longonly,Ret_fwd6hr,14,3100,12.30,120,3.9,49.2,-0.26,0.39,0.06,0.06,2.09,-1.37,0.59,2.15,0.39,0.27,0.52
ES,longonly,Ret_fwd6hr,8,3300,13.10,214,6.5,55.1,-0.61,0.65,0.08,0.08,5.86,-4.86,1.29,12.00,0.33,0.11,1.01
GC,longonly,Ret_fwd6hr,2,3050,12.10,218,7.1,46.8,-0.26,0.28,-0.01,-0.01,1.04,-1.36,-0.11,7.29,-0.07,-0.02,-0.03
ES,longonly,Ret_fwd6hr,12,3200,12.70,233,7.3,57.1,-0.48,0.44,0.05,0.05,1.91,-2.79,0.84,4.91,0.32,0.17,0.48
ES,longonly,Ret_fwd6hr,16,3100,12.30,260,8.4,55.0,-0.23,0.24,0.03,0.03,1.47,-1.79,0.59,3.40,0.39,0.17,0.44
GC,shortonly,Ret_fwd6hr,2,3050,12.10,160,5.2,50.6,-0.25,0.26,0.01,0.00,1.50,-1.17,0.08,3.31,0.07,0.02,0.06
ES,shortonly,Ret_fwd6hr,14,3100,12.30,255,8.2,46.3,-0.31,0.32,-0.02,-0.02,3.03,-2.52,-0.36,8.04,-0.15,-0.05,-0.16
ES,shortonly,Ret_fwd6hr,16,3100,12.30,161,5.2,49.1,-0.22,0.30,0.04,0.03,4.59,-0.83,0.49,5.12,0.30,0.10,0.22
GC,longonly,Ret_fwd6hr,4,3150,12.50,236,7.5,51.3,-0.42,0.35,-0.02,-0.02,1.93,-2.95,-0.46,8.79,-0.18,-0.05,-0.10
ES,longonly,Ret_fwd6hr,10,3300,13.10,240,7.3,60.0,-0.52,0.44,0.05,0.05,2.06,-3.31,0.95,4.21,0.35,0.22,0.57
ES,longonly,Ret_fwd6hr,19,3200,12.70,173,5.4,52.0,-0.23,0.25,0.02,0.02,1.55,-1.09,0.31,3.30,0.25,0.09,0.26
ES,longonly,Ret_fwd6hr,21,3200,12.70,170,5.3,56.5,-0.23,0.27,0.06,0.06,4.03,-1.74,0.73,2.47,0.39,0.30,0.75
ES,shortonly,Ret_fwd6hr,12,3200,12.70,239,7.5,46.0,-0.41,0.45,-0.01,-0.02,3.38,-3.31,-0.25,11.89,-0.07,-0.02,-0.05
ES,longonly,Ret_fwd6hr,23,3200,12.70,196,6.1,58.2,-0.30,0.44,0.13,0.13,5.04,-2.35,2.00,4.31,0.66,0.47,2.36
ES,shortonly,Ret_fwd6hr,8,3300,13.10,277,8.4,43.3,-0.36,0.36,-0.05,-0.05,1.71,-2.06,-1.06,13.07,-0.46,-0.08,-0.12
ES,shortonly,Ret_fwd6hr,23,3200,12.70,281,8.8,47.3,-0.20,0.21,-0.00,-0.01,1.39,-1.34,-0.08,6.05,-0.05,-0.01,-0.02
ES,shortonly,Ret_fwd6hr,21,3200,12.70,330,10.3,41.8,-0.17,0.18,-0.02,-0.02,0.94,-1.00,-0.62,8.27,-0.47,-0.08,-0.11
ES,shortonly,Ret_fwd6hr,19,3200,12.70,193,6.0,43.0,-0.14,0.23,0.02,0.02,1.59,-0.87,0.35,3.17,0.31,0.11,0.35
ES,shortonly,Ret_fwd6hr,10,3300,13.10,208,6.3,49.0,-0.47,0.59,0.05,0.05,2.79,-1.87,0.73,6.28,0.27,0.12,0.28
