date,Return,TradeFlag,NoneTradePrice,_perm_id,_ticker,_direction,_target,_hour
2013-01-22 20:50:00,0.1958,0,1489.416626,23,ES,shortonly,Ret_fwd6hr,21
2013-01-23 20:50:00,-0.0786,0,1483.583374,23,ES,shortonly,Ret_fwd6hr,21
2013-01-24 20:50:00,-0.2633,0,1487.583374,23,ES,shortonly,Ret_fwd6hr,21
2013-01-27 20:50:00,0.0445,0,1496.666626,23,ES,shortonly,Ret_fwd6hr,21
2013-01-28 20:50:00,0.0278,0,1496.916626,23,ES,shortonly,Ret_fwd6hr,21
2013-01-29 20:50:00,-0.0222,0,1504.916626,23,ES,shortonly,Ret_fwd6hr,21
2013-01-30 20:50:00,-0.0781,0,1494.333374,23,ES,shortonly,Ret_fwd6hr,21
2013-01-31 20:50:00,-0.0557,0,1496.416626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-03 20:50:00,0.0774,0,1507.666626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-04 20:50:00,0.0836,0,1495.75,23,ES,shortonly,Ret_fwd6hr,21
2013-02-05 20:50:00,0.0387,0,1508.083374,23,ES,shortonly,Ret_fwd6hr,21
2013-02-06 20:50:00,0.0996,0,1506.25,23,ES,shortonly,Ret_fwd6hr,21
2013-02-07 20:50:00,0.0166,0,1505.5,23,ES,shortonly,Ret_fwd6hr,21
2013-02-10 20:50:00,0.0716,0,1513.833374,23,ES,shortonly,Ret_fwd6hr,21
2013-02-11 20:50:00,0.0992,0,1512.5,23,ES,shortonly,Ret_fwd6hr,21
2013-02-12 20:50:00,-0.022,0,1517.666626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-13 20:50:00,0.0659,0,1517.0,23,ES,shortonly,Ret_fwd6hr,21
2013-02-14 20:50:00,0.1153,0,1517.75,23,ES,shortonly,Ret_fwd6hr,21
2013-02-17 20:50:00,-0.0439,0,1517.333374,23,ES,shortonly,Ret_fwd6hr,21
2013-02-18 20:50:00,0.1373,0,1517.583374,23,ES,shortonly,Ret_fwd6hr,21
2013-02-19 20:50:00,0.0763,0,1528.666626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-20 20:50:00,0.0166,0,1508.25,23,ES,shortonly,Ret_fwd6hr,21
2013-02-21 20:50:00,-0.0942,0,1503.833374,23,ES,shortonly,Ret_fwd6hr,21
2013-02-24 20:50:00,-0.1709,0,1511.916626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-25 20:50:00,0.1622,0,1490.166626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-26 20:50:00,-0.0726,0,1491.916626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-27 20:50:00,-0.0385,0,1515.916626,23,ES,shortonly,Ret_fwd6hr,21
2013-02-28 20:50:00,-0.0386,0,1509.666626,23,ES,shortonly,Ret_fwd6hr,21
2013-03-03 20:50:00,0.2039,0,1512.333374,23,ES,shortonly,Ret_fwd6hr,21
2013-03-04 20:50:00,0.0273,1,1526.666626,23,ES,shortonly,Ret_fwd6hr,21
