Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NQ,shortonly,Ret_fwd6hr,0,2750,10.91,473,17.2,44.8,-0.28,0.30,-0.02,-0.02,2.20,-1.65,-1.02,12.80,-0.36,-0.08,-0.16
NQ,longonly,Ret_fwd6hr,0,2750,10.91,578,21.0,55.5,-0.34,0.39,0.06,0.06,8.61,-2.59,3.33,5.06,0.71,0.66,2.00
NQ,shortonly,Ret_fwd6hr,2,2900,11.51,494,17.0,50.2,-0.26,0.26,0.00,0.00,1.47,-1.82,0.12,6.41,0.06,0.02,0.06
NQ,longonly,Ret_fwd6hr,2,2900,11.51,585,20.2,51.5,-0.37,0.41,0.03,0.03,3.38,-2.71,1.61,12.11,0.41,0.13,0.50
NQ,shortonly,Ret_fwd6hr,19,2950,11.71,602,20.4,45.3,-0.23,0.32,0.02,0.02,5.36,-2.53,0.99,5.55,0.27,0.18,0.44
NQ,shortonly,Ret_fwd6hr,23,2800,11.11,514,18.4,45.1,-0.27,0.30,-0.02,-0.02,1.87,-3.19,-0.76,15.19,-0.24,-0.05,-0.08
NQ,longonly,Ret_fwd6hr,19,2950,11.71,614,20.8,54.7,-0.28,0.30,0.03,0.03,2.83,-3.94,1.78,6.48,0.52,0.27,0.78
NQ,shortonly,Ret_fwd6hr,17,2600,10.32,539,20.7,50.3,-0.28,0.39,0.06,0.06,4.81,-3.54,3.09,4.70,0.70,0.66,1.74
NQ,longonly,Ret_fwd6hr,23,2800,11.11,582,20.8,55.7,-0.33,0.40,0.08,0.08,6.30,-2.73,4.06,5.23,0.90,0.78,2.61
NQ,longonly,Ret_fwd6hr,17,2600,10.32,552,21.2,51.8,-0.34,0.31,-0.00,-0.00,3.34,-4.62,-0.34,15.29,-0.06,-0.02,-0.04
NQ,longonly,Ret_fwd6hr,14,3100,12.30,647,20.9,53.5,-0.50,0.48,0.02,0.02,3.31,-5.90,0.92,10.64,0.19,0.09,0.27
NQ,shortonly,Ret_fwd6hr,14,3100,12.30,615,19.8,46.7,-0.38,0.52,0.04,0.04,5.99,-3.83,1.77,6.79,0.39,0.26,0.57
NQ,longonly,Ret_fwd6hr,4,3250,12.90,687,21.1,51.4,-0.47,0.50,0.03,0.03,3.98,-4.43,1.40,17.45,0.30,0.08,0.26
NQ,longonly,Ret_fwd6hr,6,3200,12.70,633,19.8,55.8,-0.64,0.62,0.06,0.06,4.63,-4.60,2.81,11.89,0.47,0.24,0.56
NQ,shortonly,Ret_fwd6hr,6,3200,12.70,621,19.4,48.0,-0.56,0.57,-0.02,-0.02,2.98,-2.47,-1.08,18.00,-0.18,-0.06,-0.10
NQ,longonly,Ret_fwd6hr,21,2900,11.51,573,19.8,60.2,-0.28,0.30,0.07,0.07,3.51,-2.91,3.56,3.53,1.04,1.01,2.93
NQ,shortonly,Ret_fwd6hr,21,2900,11.51,448,15.4,45.8,-0.22,0.23,-0.01,-0.01,3.89,-2.00,-0.49,9.55,-0.20,-0.05,-0.14
NQ,shortonly,Ret_fwd6hr,4,3250,12.90,647,19.9,46.8,-0.39,0.46,0.01,0.01,3.85,-2.10,0.44,10.17,0.12,0.04,0.09
NQ,longonly,Ret_fwd6hr,16,3100,12.30,602,19.4,56.5,-0.37,0.29,0.00,0.00,1.91,-4.36,0.12,20.07,0.05,0.01,0.01
NQ,shortonly,Ret_fwd6hr,16,3100,12.30,645,20.8,44.3,-0.29,0.35,-0.01,-0.01,4.54,-1.89,-0.49,16.46,-0.11,-0.03,-0.07
NQ,longonly,Ret_fwd6hr,10,3300,13.10,665,20.2,60.0,-0.70,0.62,0.09,0.09,10.37,-5.44,4.67,16.80,0.68,0.28,1.51
NQ,shortonly,Ret_fwd6hr,10,3300,13.10,678,20.5,46.8,-0.67,0.84,0.04,0.04,5.13,-6.64,1.57,16.36,0.24,0.10,0.24
NQ,longonly,Ret_fwd6hr,12,3200,12.70,667,20.8,56.4,-0.58,0.55,0.05,0.05,11.67,-6.99,2.64,13.29,0.41,0.20,0.53
NQ,shortonly,Ret_fwd6hr,12,3200,12.70,698,21.8,46.4,-0.45,0.69,0.08,0.08,9.36,-4.03,4.25,17.29,0.65,0.25,0.88
NQ,shortonly,Ret_fwd6hr,8,3300,13.10,669,20.3,47.8,-0.57,0.68,0.03,0.03,4.08,-2.72,1.31,17.27,0.24,0.08,0.18
NQ,longonly,Ret_fwd6hr,8,3300,13.10,692,21.0,53.5,-0.63,0.67,0.06,0.06,11.28,-4.01,3.10,16.36,0.45,0.19,0.69
